-28	-28	-77	-166	-276	-384	-273	-232	-58	72	304	302	147	245	86	-251	-93	-73	
142	341	-49	-235	-365	-427	-520	-252	-258	-149	818	436	280	355	-27	-271	-270	-226	
192	216	41	-463	-465	-963	-1444	-470	-454	-95	566	588	487	781	-47	-272	-297	-226	
134	156	-5	-125	-553	-1341	-1502	-245	-299	-189	955	792	301	455	125	-186	-220	-319	
8	50	-91	-76	-255	-1065	-533	-266	-220	-115	870	390	206	334	111	-105	-251	-311	
-189	-126	-222	-170	-262	-543	-164	-130	-197	-21	104	-175	-121	324	251	-93	7	-217	
-203	-140	-228	-118	131	131	497	781	129	-297	-485	-1046	-490	-227	15	172	73	-30	
-259	-306	-430	-276	353	1834	2820	2118	476	-459	-1721	-1835	-1401	-1104	-14	321	390	209	
-321	-393	-900	-565	705	2185	3973	2882	670	-1028	-2387	-2878	-2299	-1425	-107	319	358	279	
-279	-304	-1533	-360	1094	2607	3798	2795	981	-672	-3038	-3470	-2635	-1844	0	532	446	116	
-294	-378	-856	-373	351	2238	3152	2413	118	-601	-2642	-2949	-2944	-1732	23	305	282	-33	
-224	-333	-370	-345	90	1008	1929	1493	-3	-149	-1750	-1864	-1373	-1118	-219	203	129	-46	
8	-214	-167	-125	-179	65	513	16	11	72	-928	-441	-494	-60	204	114	78	41	
385	-20	-118	-97	-413	-717	-239	-989	-41	37	-195	287	158	466	440	-27	62	-129	
161	53	-77	-69	-436	-1370	-997	-1708	-224	313	392	1080	1338	714	362	-77	-79	-166	
163	150	307	16	-214	-1616	-1055	-2096	-495	378	699	1605	1709	781	-93	-311	-132	-207	
242	291	242	74	-392	-1370	-1213	-1995	-481	321	801	1571	1237	697	86	-430	-316	-269	
309	307	298	0	-287	-398	-838	-1262	-210	168	887	792	1002	497	39	-561	-356	-322	
134	197	165	-7	-358	-485	-335	-860	-331	-75	784	358	404	197	62	-547	-204	-263	
-133	183	149	-145	-165	-384	-157	-116	-177	-122	504	191	87	90	-47	-450	-185	-273	
-133	-49	-160	-118	-219	-350	-69	-93	-105	-75	144	116	-21	126	-93	-410	-14	-66	
