53	-63	-99	-207	-330	-383	-226	-198	-68	56	208	215	214	213	
-2	-6	0	-63	-427	-470	-342	-252	-106	-14	488	390	238	142	
25	41	14	-207	-447	-456	-1083	-218	-198	-115	552	518	254	173	
85	100	224	-7	-399	-1138	-1257	-422	-353	-7	1091	622	325	395	
150	250	116	-76	-351	-949	-1343	-788	-806	-7	1193	521	158	188	
108	216	66	-207	-262	-630	-896	-524	-563	-48	1125	390	119	113	
85	133	58	-221	246	-124	-116	-102	-380	72	480	-295	-134	23	
16	58	-277	-263	758	343	611	1007	-258	-616	-276	-1272	-308	-340	
-126	-327	-340	-125	776	1816	2278	1892	290	-658	-1396	-1864	-1233	-1355	
-363	-467	-709	-297	1165	2027	2960	2118	355	-729	-2160	-2540	-1990	-1913	
-598	-807	-944	-159	952	2308	3519	3368	532	-687	-2585	-3244	-1962	-1969	
-321	-748	-929	-311	298	2062	3134	2708	256	-729	-1990	-2906	-1920	-1899	
-266	-299	-385	-290	-7	1095	2296	1458	72	-223	-1396	-1666	-1514	-965	
8	-146	-277	-302	-162	-42	654	235	-41	-135	-546	-412	-574	-134	
248	0	-105	-256	-296	-485	-239	-515	-312	72	16	119	0	276	
241	108	116	-270	-727	-1500	-1011	-1363	-359	160	408	419	436	614	
115	170	72	-256	-1194	-1776	-1647	-1780	-210	273	477	1452	1035	647	
-30	91	259	-76	-946	-1283	-1502	-1765	-149	386	529	1520	850	614	
-203	141	207	66	-330	-847	-1358	-1320	64	112	580	1080	484	395	
-134	-7	365	115	-482	-1007	-328	-1262	72	80	472	534	396	197	
-112	-35	154	123	-220	-432	-294	-889	24	40	336	310	206	118	
-140	-299	-77	-228	-210	-254	-198	-817	-161	-61	200	194	166	120	
