2	218	-81	-119	-400	-207	-362	-89	-189	-155	52	17	-82	513	-52	17	-45	-67	-74	-15	-190	
-97	-26	-259	-207	-478	-407	-318	-152	-195	-215	-104	8	162	293	131	42	-74	-74	190	-102	-99	
8	-138	-259	-237	-525	-622	-606	-380	-222	-421	-259	139	243	655	382	95	148	469	121	-47	15	
8	-274	-533	-363	-635	-1330	-999	-540	-622	-442	-103	37	17	918	339	44	104	860	286	-45	52	
0	-274	-585	-444	-856	-1141	-1849	-1758	-1566	-282	-155	95	459	1481	472	1076	938	1160	190	399	147	
-88	-237	-959	-562	-1218	-2685	-2967	-1979	-2416	-288	-170	174	243	1612	922	2145	1314	2041	190	607	86	
-52	-193	-1069	-1545	-2273	-3755	-4305	-1995	-2825	-148	-52	296	-74	1462	1241	4659	2926	3203	1164	1561	78	
-148	-141	-1557	-2522	-3659	-4779	-4651	-1522	-2054	296	120	91	-251	1068	1617	5297	4239	4459	1801	1243	182	
-430	-126	-1494	-3435	-4856	-5471	-4950	-295	-1126	872	262	200	-559	400	1636	5034	5364	5621	2082	2497	485	
-256	-363	-2125	-4979	-5990	-5676	-4415	-348	-303	2283	-141	-207	-1612	-89	547	4772	5739	6895	2962	2628	521	
-289	-642	-2660	-5278	-6903	-5424	-3675	357	559	3130	156	-1188	-3184	-748	356	3083	5833	8076	3805	2048	1082	
-259	-1131	-3070	-5499	-7974	-5660	-3975	1115	2103	3676	8	-1534	-3655	-1691	95	3140	5533	7889	3993	2441	1026	
-415	-721	-3196	-5168	-7407	-6117	-3534	1737	2065	3883	191	-1408	-2728	-1156	-295	2858	6114	8489	4536	1973	667	
-402	-674	-2723	-4632	-7281	-6369	-3738	945	804	3488	95	-1047	-2429	-1109	-118	3290	5777	8732	4929	1486	895	
-356	-600	-2093	-3750	-6084	-6227	-4289	-170	87	2189	200	-244	-1470	-163	365	4303	6021	7551	3524	1655	372	
-225	-326	-1872	-3183	-5155	-6825	-4305	-1444	-503	1606	104	-155	-732	692	1129	4303	5495	6633	2794	399	294	
-319	-89	-1494	-1876	-3643	-6007	-4699	-2734	-2070	-30	-141	87	-8	2326	2687	4415	4577	4159	2250	668	279	
-319	-440	-1305	-694	-2525	-4684	-4541	-3238	-2809	-96	-18	154	313	3228	2893	3946	3714	3090	651	260	78	
43	-45	-348	-304	-1029	-2433	-2888	-2655	-2416	-470	-200	235	191	3321	2292	3027	2101	1347	138	71	-74	
236	27	-126	-185	-237	-968	-1786	-1082	-1629	-879	-347	69	191	1312	1485	2051	770	-140	-8	-37	-170	
122	43	96	-10	34	-141	-716	-798	-465	-628	-288	-22	148	487	295	408	243	-258	-85	-36	-81	
