-126	-58	34	196	-8	-250	-243	-45	-104	181	6	189	232	532	327	4	-154	-180	-152	-184	
9	-23	294	320	17	-309	-390	-429	-368	-56	-38	34	206	576	103	-52	-154	-156	-96	-99	
233	-103	-103	99	77	-199	-1003	-1008	-272	-174	-133	422	499	1721	447	120	51	-65	-81	-152	
303	147	-30	103	-57	-118	-1190	-1666	-316	-235	-67	346	438	2149	1068	34	-77	-74	-272	-96	
239	424	103	112	-11	-52	-1519	-1869	-529	-404	-235	594	361	1740	585	-8	35	-128	-105	145	
208	450	-37	-19	-45	129	-1081	-1275	-177	-37	-294	309	586	1368	734	0	-74	-154	32	412	
60	57	-103	-103	-258	146	-549	-309	-184	405	-309	-30	51	103	240	72	154	-110	-22	133	
-103	-177	-346	-368	-180	259	155	1307	552	448	-346	-169	-875	-470	-228	-103	318	146	153	437	
-155	-508	-796	-733	-353	466	1050	2462	1974	741	-558	-1279	-2407	-2340	-1164	-110	509	541	418	437	
-763	-1362	-937	-796	-835	1455	2747	3077	2794	2346	-287	-1827	-3814	-3653	-2258	-257	1269	1574	541	562	
-405	-1362	-1642	-561	-929	1138	2747	3580	3148	2383	-184	-2937	-4111	-2887	-2524	-455	1770	1593	472	410	
-545	-594	-1626	-1266	-1023	820	1423	2928	2403	1899	-23	-2358	-3580	-2574	-2492	-15	1399	2205	-52	60	
-442	-251	-1046	-486	-1086	86	156	1288	540	1787	51	-1342	-2204	-1215	-1492	438	584	833	227	110	
-140	8	-412	-67	-324	-155	-361	310	17	856	137	-375	-191	-433	51	524	223	-169	180	136	
-155	-90	-273	527	-258	-368	-1378	-1055	-513	112	-30	17	706	223	400	341	-30	-272	-132	-99	
-13	60	60	856	-324	-834	-2584	-2026	-1139	-316	-140	387	2204	1647	1180	473	-874	-793	-786	-317	
-15	86	77	856	-23	-834	-2850	-2699	-1922	-456	25	918	1776	2390	1143	464	-1046	-1386	-587	-74	
86	-6	43	588	25	-368	-2067	-2073	-2188	-191	189	568	2018	1498	464	387	-352	-631	-44	-112	
389	56	-45	545	-214	-184	-1425	-1353	-1249	-235	-162	344	1404	1127	163	-110	-228	-324	-52	-203	
85	83	-59	69	-434	-379	-656	-412	-498	-272	-199	284	404	611	172	8	-177	-213	-308	-198	
