-42	-98	31	-46	-207	-48	-186	-327	-197	-88	-95	-155	134	-15	1	27	-41	-53	84	297	-37	-39	-185	
-56	-153	8	0	-344	-470	-253	-348	-224	-88	-411	-222	31	-167	7	0	0	126	348	209	-1	-82	-252	
-112	-84	-77	-127	-248	-366	-287	-587	-326	-230	-305	-222	15	-25	133	99	23	210	274	194	42	-8	-147	
-56	-76	-42	-180	-255	-456	-444	-903	-377	-1042	-357	-255	-57	162	464	242	163	291	257	139	-15	-97	-215	
-105	-47	-82	-166	-145	-905	-694	-1636	-1235	-1612	-330	-396	95	268	573	814	296	445	185	122	70	131	-215	
-144	-112	-167	-325	-262	-1689	-1300	-2584	-1836	-1768	-362	-708	-98	63	789	1161	1020	759	995	604	87	117	35	
-253	-230	-408	-961	-596	-2313	-2758	-4050	-2708	-2252	-249	-331	-114	-34	1421	1904	1545	1590	1886	709	355	218	96	
-170	-205	-271	-1415	-1529	-2980	-2859	-4524	-2537	-1654	-164	-226	7	-127	1138	1541	1479	2895	2081	2290	408	175	113	
-168	-146	-959	-2587	-2492	-4373	-3480	-4625	-2194	-1754	-222	-164	23	-253	613	946	1282	2699	3409	2801	786	446	251	
-482	-955	-1430	-3143	-4460	-5969	-4506	-4050	-1050	-829	495	227	269	-658	-73	-7	444	987	5191	3992	1334	786	122	
-702	-1221	-2225	-3495	-5699	-7014	-4534	-3116	-292	-7	2046	310	428	-1300	-580	-1417	-86	194	4413	4748	2222	1919	183	
-91	-1236	-2666	-4213	-6034	-7101	-3394	-1507	273	1716	3904	1181	918	-2346	-1204	-3433	-732	23	2874	4975	3678	3128	449	
-217	-1354	-2710	-5092	-7040	-7304	-3018	-587	1464	3191	5455	2621	420	-2932	-2717	-4676	-1598	-217	2518	5618	4131	3128	525	
-238	-1162	-2637	-4931	-7638	-7913	-3235	-601	1844	3671	5830	3197	444	-2262	-4619	-6278	-2367	-1306	2664	6015	4169	4016	481	
-518	-1058	-2843	-4901	-8309	-7928	-3322	-774	1947	3877	6000	2774	325	-2276	-4980	-5892	-2574	-1251	3295	5826	4434	3978	1393	
-280	-555	-2387	-4125	-7390	-7014	-2961	-573	331	2797	5029	1994	47	-2234	-3772	-3765	-1447	-466	2210	6809	4207	2203	525	
-286	-376	-2284	-3671	-6209	-6230	-3610	-1737	-75	876	3324	859	214	-1523	-2467	-1956	-310	15	2858	5542	3697	2184	393	
-342	-614	-1180	-3070	-5451	-6158	-4534	-2857	-478	-115	1807	215	-17	-449	-954	-975	7	349	4462	4635	2298	1334	210	
-273	-733	-929	-1810	-3789	-5882	-4217	-4179	-1579	-1313	312	-215	-47	-149	62	62	921	808	4899	3614	1504	516	203	
-266	-202	-561	-1019	-2273	-3996	-3610	-4352	-2537	-2110	-189	-1075	-141	-160	939	1723	2332	2389	3700	2328	1296	437	-15	
-189	-14	-222	-536	-1558	-2821	-2470	-4237	-2951	-2665	-444	-1215	-328	-240	1637	2598	2562	2471	3279	853	227	385	-52	
-273	-98	-222	-477	-537	-1660	-2239	-4064	-2337	-2679	-773	-849	-234	23	1387	2037	2562	1183	2647	306	148	248	-89	
-308	-112	-91	-222	-511	-1036	-1387	-3978	-1893	-2152	-1027	-905	-274	252	1421	1888	2496	536	2064	52	189	80	-141	
-70	-21	-44	-152	-248	-151	-304	-1952	-1250	-1370	-1098	-275	-234	142	1121	1805	1413	714	495	403	185	26	-48	
-51	66	-46	-93	-218	-302	-463	-702	-1050	-829	-872	-134	-221	-20	856	399	694	248	340	43	122	23	-45	
-63	-56	-81	-166	-153	-185	-369	-374	-373	-601	-489	-74	31	229	409	266	319	140	75	26	-19	-8	2	
