-97	-106	-158	-223	-249	-237	-237	-230	-124	69	-4	26	215	628	87	-133	43	10	
0	-304	-251	-274	-336	-341	-370	-267	-222	271	8	262	227	682	139	104	43	4	
-112	-161	-193	-286	-445	-533	-982	-245	-392	-59	-52	366	454	1529	95	134	35	12	
-146	-120	-144	-341	-622	-1128	-1155	-626	-722	-60	52	619	701	1605	348	113	0	22	
-133	-100	-170	-309	-650	-1617	-1691	-1020	-1226	26	227	1977	1662	2019	954	296	113	60	
-20	-699	-198	-1279	-549	-2138	-2400	-611	-1573	0	340	2957	3037	3790	1331	1700	296	261	
-20	-727	-677	-1976	-2200	-2327	-3441	-674	-1337	-30	192	3372	3226	5673	2197	2791	896	182	
-193	-699	-1158	-1525	-3424	-4424	-2873	-267	-622	-159	8	3146	3716	7688	3816	3996	972	200	
-413	-1099	-1199	-2140	-4621	-4708	-2731	647	-400	8	-871	1656	3320	9384	4494	4730	618	513	
-199	-1541	-1694	-3589	-4798	-4787	-1864	2146	560	-156	-2667	340	2924	10250	5265	5087	1611	714	
-458	-1403	-1186	-4970	-5193	-4440	-919	3223	533	-525	-2856	-141	2227	9610	6056	5332	1818	731	
-649	-1127	-1158	-3165	-5437	-4251	-555	1957	428	-868	-2525	-370	1605	8329	5924	4504	1498	592	
-325	-865	-925	-2864	-4880	-4329	-1344	1542	271	-407	-1675	532	1718	8649	5943	3469	1291	400	
-206	-782	-293	-3070	-3547	-3431	-2795	358	-370	-97	-318	1392	2510	8517	4851	2679	453	296	
-7	-754	-567	-2536	-2853	-3147	-2968	-282	-518	183	113	1883	2303	6219	3364	2434	244	217	
-113	-337	-526	-636	-2744	-2548	-2101	-863	-880	297	157	1939	1850	3865	2028	1154	113	331	
15	-298	-336	-473	-2241	-1144	-1975	-894	-409	133	297	1769	1002	2189	898	401	283	174	
-124	-279	-185	-486	-1052	-585	-1581	-466	-385	349	270	1638	154	1172	279	363	139	62	
-47	-156	-158	-302	-360	-370	-982	-607	-104	174	323	1411	270	619	8	112	0	-48	
