-187	-184	-89	-21	-310	-237	-252	-253	23	-298	-163	-53	100	378	395	507	182	52	
-89	-118	40	-7	-310	-235	-274	-574	-282	-212	31	1	30	476	497	393	105	-67	
-118	-98	-19	-48	-249	-296	-321	-755	-179	-298	39	6	218	434	578	463	105	20	
-157	-89	-122	-223	-308	-376	-588	-1425	-149	-754	39	2	290	464	1051	1069	315	139	
-158	-130	-156	-758	-384	-779	-1458	-2457	-1551	-1155	-244	-20	477	1553	1504	2071	306	183	
-164	-136	-210	-971	-928	-1737	-2397	-3769	-2967	-2108	-310	-237	898	1572	2657	2429	600	244	
-308	-402	-621	-1000	-1764	-3597	-3561	-4606	-3203	-1928	-244	-20	920	2820	3678	3733	940	351	
-89	-340	-1107	-1128	-2599	-4865	-4388	-5136	-2759	-934	-581	-178	688	3349	4849	5678	903	879	
-62	-458	-1050	-1697	-3590	-5696	-5285	-5080	-1871	-20	-20	2	417	3311	6380	7303	1790	1841	
-35	-415	-721	-2380	-4100	-6260	-6098	-5094	-871	407	312	59	-20	3236	6966	8625	1998	2596	
57	-130	-721	-2551	-3392	-6612	-6281	-5401	-338	1739	675	-58	716	2631	6512	9173	3187	2238	
-57	-300	-359	-2764	-3463	-6457	-6000	-5443	-272	1425	462	-335	313	2120	6229	9154	3093	2426	
65	-96	-400	-2181	-3151	-5766	-5790	-5345	-816	219	351	-82	680	2120	5171	7189	2583	1841	
-20	-48	-592	-1654	-2628	-4949	-5369	-5401	-1662	-258	-40	65	371	2668	4301	6169	2337	1087	
-53	-158	-339	-701	-1622	-3752	-3799	-4090	-1412	-1003	-40	14	518	2725	2884	3978	1375	314	
-138	-191	-434	-601	-999	-2892	-3462	-3308	-1635	-1417	-329	-250	735	2631	2222	1768	884	201	
-164	-266	-170	-318	-182	-1864	-1486	-2178	-843	-1445	-461	-151	224	1780	1089	1315	490	17	
-192	-227	-210	-318	-249	-1131	-869	-1062	-593	-1376	-290	-53	162	910	-8	393	113	61	
-137	-238	-204	-237	-222	-624	-414	-672	-464	-727	-211	-130	-98	380	245	183	43	-252	
-89	-179	-129	-169	-14	-242	-67	-147	-352	-298	-126	-158	22	242	155	70	-15	-70	
