-188	-513	-380	-124	-179	-104	-164	-102	
-174	-596	-507	-124	-411	-35	-101	-122	
-341	-856	-653	-262	-83	309	-82	-111	
-272	-1400	-902	-269	32	668	119	-55	
-541	-1253	-1063	-104	294	1160	465	201	
-925	-1798	-917	-227	319	1160	382	541	
-718	-1459	-352	-179	171	448	347	250	
-63	-347	99	-124	-35	187	-75	169	
441	356	596	65	-398	-1127	-1061	-163	
1572	3015	1681	287	-1674	-2917	-2053	-366	
1518	3176	2037	337	-2240	-3423	-2628	-478	
1482	3265	1290	378	-1341	-2831	-2225	-420	
566	2263	495	287	-659	-1156	-1464	-210	
33	157	-63	47	-274	-171	-300	80	
-244	-374	-580	-235	-192	358	64	29	
-156	-444	-873	-214	286	445	186	-116	
-200	-385	-814	-255	360	472	308	-143	
-407	-402	-1166	-351	204	379	259	16	
-149	-174	-975	-387	-124	194	169	-26	
-129	-277	-366	-97	57	190	48	-78	
