0	140	95	-229	-172	-299	-370	-310	-273	-96	-117	-96	-630	-207	-154	-199	-96	-166	-167	-74	146	146	150	110	172	67	-15	-367	-274	-77	-110	240	
-18	130	54	-192	-160	-294	-352	-295	-294	-236	-155	-332	-755	-302	-275	-198	-80	0	-99	71	188	276	146	120	152	112	-45	-81	-92	172	48	507	
-111	17	-62	-116	-192	-203	-52	-214	-369	-435	-838	-214	-1179	-148	-354	-96	-23	129	-118	475	259	405	314	457	206	249	111	120	27	215	144	550	
-75	-82	-8	-15	-214	-105	8	-80	0	-522	-712	-324	-943	-295	-512	-515	-30	207	201	579	181	1586	250	385	293	344	120	71	80	38	-235	206	
-37	-74	130	-23	-52	-8	-30	-111	-295	-1228	-822	-1222	-959	-825	-732	-610	-106	302	138	1100	328	1754	1099	543	482	396	255	180	94	94	-62	77	
-64	-67	-17	5	26	113	-8	-266	-362	-1982	-1795	-1755	-1932	-1562	-1140	-202	-216	328	476	1250	827	1717	1136	1322	685	379	327	191	25	0	18	-103	
-126	-156	26	-48	71	116	-23	-384	-1112	-3206	-3019	-2304	-2308	-1640	-967	-421	-138	493	190	1436	1666	1940	1881	1229	1857	2053	382	232	79	77	35	-81	
-311	-355	-114	-89	-119	-156	-399	-1268	-2698	-3536	-4024	-3152	-2387	-1452	-1328	-327	25	358	518	820	1778	1549	2794	1359	3141	2945	847	811	-15	114	128	-44	
-60	-137	-242	-214	-622	-222	-1671	-2006	-3499	-3897	-4102	-1692	-1994	-323	-552	-214	-177	398	219	-74	808	916	2123	1918	3681	3206	2073	439	223	266	386	-88	
-123	-256	-502	-288	-920	-261	-2881	-4142	-4410	-3348	-3412	-437	-1445	-126	-258	-216	-206	224	34	-15	86	397	1434	1173	3104	4415	3691	1740	493	369	636	-110	
-156	-259	-568	-325	-1250	-1816	-4782	-6153	-4771	-2939	-1905	17	-317	95	190	-184	-81	-206	-287	-206	-427	8	517	336	2825	4359	4862	3208	1755	705	687	17	
-638	-421	-568	-214	-1958	-3121	-5929	-6656	-4206	-1950	-1105	555	60	91	732	155	43	-74	-1305	-536	-1519	-441	103	34	1523	3671	5401	4397	2684	645	524	214	
-512	-436	-458	-318	-2209	-4457	-6620	-6687	-3028	-332	-280	1786	521	2579	2003	424	173	-390	-2323	-1773	-2599	-522	-592	-206	574	3429	6200	6775	3947	1233	100	352	
-418	-163	-788	-528	-3545	-5148	-7893	-6341	-2447	-126	-52	2703	1606	4281	3892	1947	346	-639	-3607	-3543	-4353	-1775	-1092	-338	-52	3001	5494	8410	4950	1716	230	257	
-304	-170	-1307	-575	-3734	-5714	-7673	-5572	-1725	521	451	3527	3047	5871	4509	2545	568	-1516	-4735	-4717	-5934	-2073	-1311	-331	-346	2294	5178	8800	5544	1864	676	283	
-263	-281	-1700	-622	-4284	-5855	-8034	-5148	-2039	1122	104	3733	3609	6807	5238	3461	419	-1078	-4704	-5704	-7453	-2057	-1703	-456	160	1941	5048	9283	6844	2106	472	221	
-325	-82	-1307	-1031	-4693	-6578	-8207	-4535	-1191	1122	78	3153	3927	7723	5182	3835	467	-1281	-4923	-6095	-7296	-2198	-1953	-140	85	713	4360	9135	6584	2365	917	703	
-100	-285	-772	-1157	-4143	-6201	-7814	-4142	-1725	1066	-8	2104	3609	6395	4696	3143	199	-1140	-4923	-6299	-6420	-1368	-1546	-89	244	937	4918	8763	5785	1901	1065	206	
-93	-185	-429	-1157	-2979	-4959	-7296	-4362	-1505	138	-288	2029	2037	3888	3480	2826	-52	-952	-4077	-4138	-3883	-493	-1624	-111	43	1364	4843	7407	4523	1586	212	162	
-104	-89	-229	-421	-2304	-4331	-6338	-4959	-2117	-391	-775	1243	914	1943	1311	2452	-111	-515	-2934	-2368	-1785	-147	-1405	465	448	2369	5494	6608	3854	918	335	111	
-73	-23	-192	-135	-1298	-3262	-4814	-5729	-2965	-1307	-1418	303	52	476	121	994	-30	-258	-1759	-427	-67	-206	-485	931	1541	3671	5401	4731	2090	806	335	87	
-37	95	-119	-207	-1046	-2586	-3965	-5116	-3169	-2421	-1968	138	-185	-89	-293	190	-96	-59	-1023	155	34	-125	-140	1396	2695	4154	5364	3319	1050	491	85	0	
-67	29	-170	-185	-340	-1722	-2033	-4425	-3860	-3740	-2831	-641	-531	-405	-1390	-37	-48	112	-616	746	771	233	422	1750	4165	4731	4323	1777	288	438	94	104	
28	-82	-110	-137	-141	-889	-1106	-3467	-4221	-4525	-3631	-1535	-1696	-258	-1641	-52	-170	155	77	1156	1218	1027	1713	3109	4630	4489	2798	476	77	17	16	8	
0	-141	-109	-111	104	-450	-376	-1818	-3075	-4713	-3365	-2759	-2496	-1138	-1814	-236	-228	259	190	1865	2076	1866	2477	3891	4760	3429	1609	120	-338	-8	-52	-147	
51	-74	-74	0	-60	-166	-195	-954	-2321	-3489	-3223	-3308	-2983	-903	-2833	-265	-155	415	579	2014	1815	2704	2477	3686	3700	2387	549	-228	-274	-191	-70	-59	
-73	-170	-30	-89	165	43	-257	-640	-1096	-2217	-2580	-2289	-2763	-435	-2504	-229	-162	190	475	1492	1162	2406	2365	1862	2006	1216	206	-118	-231	-272	25	-35	
-141	-97	-77	-89	208	-47	-187	-317	-610	-1322	-2188	-1724	-1681	-746	-2112	-287	-228	69	207	1361	1144	1363	1974	1024	2081	155	129	-52	-257	-279	318	-8	
-355	-178	-89	6	50	-89	-126	-200	-472	-369	-1921	-641	-1179	-317	-1751	-420	-192	320	-74	406	827	506	586	600	275	77	189	120	-59	35	174	-198	
-208	80	-58	-82	-23	-8	34	-317	-457	-317	-1105	-217	-520	-543	-920	-429	-177	54	-148	259	435	431	172	517	-15	117	430	264	68	-88	161	146	
-233	-76	-141	-251	-52	-8	139	-67	-229	-140	-712	-369	43	-413	-295	-199	-81	224	59	388	414	138	103	155	-412	-23	-8	177	77	-184	7	128	
