531	268	164	73	-110	-286	-102	-687	-444	-302	-87	22	369	732	-53	44	112	69	-8	-136	
234	223	246	147	-76	-354	-406	-1128	-758	-402	-54	249	839	1062	265	112	116	-43	43	-129	
356	336	452	163	-144	-1047	-1078	-1213	-1367	-1117	47	189	955	1458	593	139	108	-85	-280	-162	
236	313	426	57	-219	-1809	-1407	-1355	-1042	-1215	-200	102	822	2053	1364	411	348	-124	-239	-171	
232	596	553	417	89	-1722	-849	-1042	-1268	-1145	-301	189	1554	1657	363	390	46	26	-378	-264	
132	57	263	196	-267	-1694	-434	-270	-574	-1060	-47	260	1271	1310	109	93	92	-173	-303	-246	
-97	-187	246	-268	-314	-975	-14	72	-303	-369	-94	-87	291	-205	-33	-217	-134	-160	-123	-97	
-229	-228	-255	-245	16	-157	222	841	408	31	-41	-140	-67	-1293	-609	-909	-473	-208	122	306	
-247	-263	-669	-470	595	955	2155	2591	1705	876	39	-280	-802	-3047	-1474	-1238	-641	759	843	315	
-277	-449	-1529	-847	706	2379	3052	3774	3103	2130	39	-518	-2148	-4538	-2477	-2495	-1153	320	918	824	
-400	-990	-2506	-1297	432	2726	3984	4460	4398	3333	190	-532	-3495	-5657	-3343	-3575	-1085	759	597	673	
-374	-1444	-2900	-1515	334	2865	4312	4306	4807	3553	71	-476	-3925	-6251	-3728	-3616	-935	482	1070	1428	
-416	-1327	-1821	-920	440	2326	2759	3448	4245	2299	71	-504	-2995	-4304	-2697	-2509	-1207	1035	1542	691	
-312	-712	-830	-586	301	1545	2051	1870	2779	809	-94	-379	-1954	-2384	-1680	-1197	-399	417	665	411	
-104	-332	-372	-630	-164	267	460	273	477	326	-301	94	-580	-1597	-507	-896	263	368	201	306	
22	-56	16	-411	-478	-504	-149	-786	-162	-67	-98	126	86	-100	54	-289	162	-141	-222	35	
137	140	293	65	-151	-1564	-1121	-1711	-801	-821	-147	324	922	1607	1085	520	189	96	-370	-230	
144	231	952	155	260	-1708	-2236	-2465	-1254	-990	-207	347	1421	2631	2250	598	317	17	-1060	-264	
-7	231	1165	368	0	-1923	-2451	-2722	-2004	-1018	-207	580	1105	2615	2267	264	114	-570	-1202	-252	
-4	90	846	262	32	-1550	-1893	-2408	-1905	-948	-161	480	922	2202	1955	62	-191	-711	-1234	-296	
-104	173	387	352	293	-731	-1178	-1469	-1778	-1103	-141	237	1138	1739	1413	442	177	271	-348	-230	
-167	90	228	311	57	-659	-1121	-1000	-999	-807	-281	213	905	781	921	357	187	146	7	-163	
-208	16	68	139	138	-673	-1121	-270	-263	-329	-54	120	228	266	460	316	158	122	104	-78	
