-97	-30	-148	0	174	-185	-96	-182	-288	-319	-496	-170	-472	-251	-317	-251	-202	-129	-67	-8	25	147	164	135	25	25	-27	-39	-14	-37	-61	34	
-104	192	-4	138	61	-67	-266	-259	-288	-281	-637	-67	-568	-347	-339	-255	-347	-170	-74	329	103	173	233	216	68	176	51	69	-30	62	-96	112	
48	218	184	100	0	-119	-311	-251	-303	-398	-606	-439	-807	-624	-406	-82	-347	164	251	396	338	415	380	129	215	561	177	112	122	51	-89	2	
40	227	297	78	-23	-37	-210	-261	-333	-402	-1518	-273	-1561	-1535	-657	-295	-148	78	260	554	441	901	1017	190	382	394	222	146	-8	-40	-34	-125	
28	78	102	-377	-133	-167	-311	-308	-300	-1298	-1785	-1659	-1734	-1928	-845	-773	-280	0	563	1588	788	1779	849	116	302	648	174	164	-11	75	120	-64	
183	157	37	-130	-151	-185	-764	-360	-1464	-1644	-2854	-2806	-1954	-2101	-625	-475	-214	156	468	1700	993	2265	2604	676	811	2033	336	43	104	232	71	-41	
127	236	40	-60	-156	-362	-1063	-785	-2392	-2415	-3404	-2445	-2473	-1158	-1002	-961	86	238	442	1176	1423	2433	3277	3159	2883	2779	920	43	155	156	68	-52	
-60	5	-52	-200	-614	-333	-1063	-2562	-3414	-3562	-3058	-1754	-2331	-703	-1049	-391	-67	140	251	459	358	1274	2511	4037	3592	2928	1367	215	180	172	193	198	
-148	-104	-222	-163	-795	-1066	-1503	-3585	-4137	-3547	-2838	-318	-1389	-273	-398	-155	-155	138	147	312	271	389	1764	3197	4058	3656	3045	1437	181	163	336	258	
-148	-82	-326	-429	-999	-2042	-2967	-4985	-3917	-2650	-2209	182	-729	-104	-207	-199	-317	-199	-236	242	25	69	419	3551	3741	4085	5078	2816	1974	163	482	281	
-121	-253	-541	-417	-1865	-2640	-4886	-5488	-3257	-1629	-465	165	-96	719	17	78	-122	-417	-1147	-140	-501	-96	-45	1852	2808	3600	5693	3431	2682	500	536	249	
-171	-267	-1045	-1047	-2353	-3946	-6334	-5189	-3257	-811	208	417	130	1732	1257	879	69	-199	-2512	-1138	-1406	-390	-273	631	1128	3861	6662	4680	3278	629	667	129	
-289	-429	-1486	-1472	-2999	-5347	-7356	-5252	-1920	-362	174	955	1110	2952	3114	2059	-280	-494	-3861	-3491	-1735	-1628	-1093	328	25	2854	6364	6301	4116	1043	1206	405	
-205	-281	-840	-1693	-4085	-5945	-7655	-4654	-1197	-8	487	1781	2180	5410	3845	3053	-325	-538	-5508	-5828	-4009	-1628	-1893	60	-317	2798	6159	7121	4731	1880	1095	-23	
-326	-321	-422	-1819	-3597	-6920	-7671	-3616	-259	365	644	2289	3006	6273	3995	3728	-59	-500	-6183	-6314	-5969	-1722	-1516	-317	499	3096	6308	7345	5457	1973	1355	-140	
-248	-252	-241	-1645	-3518	-7219	-8300	-3475	-259	243	478	2551	3550	6535	4183	3765	190	-1065	-5697	-6580	-6235	-1801	-1767	-478	-464	2089	5935	7829	6016	2141	1467	542	
-274	-252	-147	-1047	-3187	-7377	-7655	-4057	-377	162	287	1575	3118	5672	4089	4121	-89	-1002	-5179	-5859	-5843	-1691	-1987	-984	-929	1716	5544	7177	5234	1806	1095	491	
-237	-333	-473	-1236	-2810	-6747	-8096	-3962	-992	-232	-74	1650	1861	4096	2926	3990	-367	-955	-4332	-4228	-5154	-1190	-1799	-1078	27	2425	5749	7587	4228	1769	946	676	
-100	26	-355	-890	-2432	-5583	-7545	-4403	-1794	-23	-369	643	866	2858	1632	3147	-104	-177	-2512	-3318	-2723	-162	-608	-125	-309	3469	6066	6618	3390	2327	517	-67	
-178	-140	-244	-779	-2117	-3631	-6743	-4481	-2329	-207	-458	530	-30	1958	486	2041	-414	104	-1194	-1577	-1453	51	-155	77	207	3954	6047	5164	2477	2308	293	-8	
-326	-163	-199	-276	-1188	-1979	-5075	-4765	-2974	-1330	-1659	-200	-428	234	-8	691	120	477	-229	-243	-236	164	60	359	830	4570	5711	4028	1378	1229	34	60	
-228	-181	-111	-259	-732	-893	-3706	-4245	-3980	-1629	-2366	-606	-487	-52	-266	-45	-273	1336	364	43	8	753	251	1666	1763	4999	5003	2369	233	422	167	155	
-181	-222	-74	-60	-247	-104	-2259	-3176	-3917	-2257	-3200	-984	-1373	-244	-798	-443	-524	659	563	572	563	1723	2137	2730	3125	5073	4108	388	336	258	60	-133	
-89	-171	-141	-97	-175	-193	-717	-2279	-3854	-3499	-4457	-1769	-1907	-326	-1144	-413	-148	474	970	1868	1704	1891	2548	3439	3424	3936	1889	-103	86	215	105	86	
-111	-156	-148	-74	-163	-37	-67	-927	-2864	-2918	-3561	-2288	-2206	-1551	-1253	-757	-332	416	820	2280	2358	2452	2418	3047	2043	2275	939	117	8	77	60	18	
-134	-193	-74	-74	-215	331	-45	-297	-1983	-2588	-3372	-1864	-1939	-1865	-1505	-726	-309	347	693	2392	1872	2134	2287	2058	1912	1175	302	99	45	25	0	-59	
-163	-24	122	-133	-115	118	-37	-229	-851	-1707	-1722	-1848	-1797	-1252	-939	-946	-524	364	1007	1887	1236	1405	1297	1404	699	630	260	60	51	61	87	16	
-39	-15	122	-67	-50	-24	-45	-178	-473	-764	-307	-1156	-1451	-624	-939	-899	-398	-23	521	632	376	1405	1409	938	397	466	51	34	-96	0	60	-72	
-73	-7	61	34	-311	-119	-106	-170	-458	-303	-358	-495	-1027	-177	-82	-302	-163	0	43	216	216	658	424	190	0	93	94	-48	-27	112	-45	18	
