-113	-43	-119	-49	-207	-194	-107	-177	-443	-136	-61	-48	287	79	23	-94	
-71	-42	50	-22	-109	-172	-172	-295	-760	-14	0	24	189	166	72	39	
-99	33	108	149	-35	-234	-363	-438	-831	185	96	208	279	95	63	-120	
-10	16	158	83	-138	-337	-644	-260	-788	-251	-7	312	350	251	181	-266	
66	192	130	165	-132	-436	-630	-564	-1133	-366	80	372	414	381	213	-60	
134	100	144	80	-21	-358	-659	-512	-889	-478	0	682	555	402	395	-27	
56	67	94	33	-221	-257	-412	-328	-551	-312	88	316	310	277	229	15	
55	83	-40	-208	-302	-35	-165	-55	-116	-224	-54	184	7	-14	150	-27	
50	-28	-126	-444	-311	493	278	440	642	-95	-237	-390	-384	-196	-153	-186	
-15	-140	-289	-568	-249	1147	2080	1719	2049	379	-324	-1778	-1976	-1261	-965	-199	
-260	-320	-452	-1091	-318	1430	2308	3431	2882	498	-378	-2727	-2723	-2159	-1537	-352	
-344	-426	-511	-1592	-404	1006	2835	3431	2969	705	-402	-3010	-3230	-2299	-1592	-113	
-267	-447	-585	-915	-609	581	2238	2925	2552	429	-284	-2245	-2949	-2495	-1551	110	
-209	-175	-313	-381	-256	369	1394	1911	1389	-54	-142	-1594	-1695	-1892	-686	78	
-31	-49	-279	-111	-228	279	32	456	64	-42	-81	-518	-610	-468	-80	93	
0	268	66	8	-159	-241	-731	-335	-731	-95	64	24	127	476	434	94	
224	258	66	174	-173	-385	-1283	-1127	-1708	-156	120	272	707	1675	932	212	
33	194	100	241	99	-385	-1500	-1603	-2283	-285	160	716	1520	1827	898	-160	
-8	43	191	184	90	-179	-1457	-1473	-1895	-285	176	512	1757	1305	413	-14	
-120	-9	25	108	99	-319	-1007	-1055	-1521	-190	48	440	1097	1170	442	-40	
-120	16	76	124	165	-289	-470	-355	-1133	-265	88	293	502	317	150	157	
