-50	87	167	253	105	-30	-200	-347	-207	-205	-161	95	-134	-244	-251	-52	-15	-81	-56	45	77	34	59	311	-45	-13	69	181	-89	137	77	-59	
-82	34	52	-185	61	-37	-236	-340	-206	-258	-406	-152	-185	-261	-304	-162	-80	-92	58	251	121	67	-23	406	44	85	293	129	-96	5	60	146	
-126	-16	-55	-62	-84	-8	-67	-202	-268	-339	-310	-260	-273	-310	-310	17	52	-74	129	695	173	138	-184	509	181	17	152	138	-6	-81	-156	-109	
-171	-163	-101	-111	-156	156	174	-237	-449	-484	-384	-303	-553	-214	-265	-214	60	208	285	621	363	-148	215	427	155	174	163	55	17	-107	-47	-233	
-296	-311	-74	157	-229	-5	-104	-327	-590	-764	-446	-608	-1301	-742	-320	-280	-229	277	450	1144	424	69	382	829	146	194	120	161	-89	-46	-158	-96	
-237	-283	-281	-36	-141	-48	-155	-377	-1030	-1596	-1106	-1394	-1913	-1511	-1010	-553	-324	468	389	2003	1278	303	415	1735	380	336	-162	-6	-22	-117	-117	-23	
-282	-232	-215	-143	-108	-52	-89	-517	-2162	-1801	-2316	-2101	-1976	-1495	-1246	-597	-229	485	713	1760	2679	1759	1408	1977	473	362	-162	-81	-52	-131	-97	0	
-281	-293	-444	-8	-96	-340	-694	-1566	-3011	-1911	-3588	-2493	-2337	-1809	-806	-538	-118	294	526	1106	2530	3458	2715	2854	1666	1065	224	106	241	11	-140	-5	
-234	-215	-222	-200	-244	-473	-1716	-2619	-3310	-2964	-3431	-2383	-1944	-1150	-1136	-302	-192	286	121	337	1932	3981	2472	3320	3195	1810	233	276	275	77	-32	34	
-215	-234	-237	-280	-207	-1524	-2785	-3657	-4284	-2272	-2488	-1032	-1410	-1040	-759	-111	-45	164	-59	242	1409	2935	2323	3376	4779	2649	521	491	396	112	49	163	
-235	-266	-376	-473	-811	-3176	-4295	-3814	-4127	-1078	-1546	-126	-1096	-295	-492	-45	-192	-96	-192	-126	277	2655	1408	2667	5730	3618	2570	465	482	344	222	37	
-244	-358	-527	-1318	-2164	-4261	-5050	-3971	-2948	-198	-598	813	-30	-192	-208	112	-1163	-162	-317	-280	-177	510	345	1548	5133	4512	3911	1452	1150	586	206	-8	
-339	-392	-511	-1664	-3250	-5347	-6339	-3672	-2178	8	-303	926	1126	785	276	156	-975	-495	-611	-1221	-764	207	0	895	3828	5444	5513	2495	1895	456	387	292	
-425	-540	-874	-2624	-3848	-7140	-6512	-2430	-1926	217	-222	1864	1989	2847	373	625	-1430	-1499	-2849	-2459	-2300	-221	-741	224	2169	5313	7171	3388	3179	844	534	458	
-429	-451	-1440	-2813	-4933	-7533	-5773	-1629	-480	356	374	2839	3695	4534	1613	1449	-1963	-2816	-4934	-3604	-2880	-623	-1509	77	1032	5220	7786	4133	2658	1271	940	456	
-340	-311	-1645	-3521	-5342	-7706	-5458	-905	-133	501	697	3383	4445	6877	2831	1524	-2230	-2958	-6580	-5500	-3726	-999	-1587	-254	454	5351	8084	4822	3551	955	940	848	
-244	-496	-1330	-3553	-6098	-8335	-4798	-436	87	1087	408	3721	5627	7608	3300	1393	-2418	-3742	-7396	-5312	-4118	-1297	-2088	-536	311	5202	8475	5734	3941	1569	940	826	
-251	-237	-1818	-3553	-6129	-8414	-5081	-166	208	1575	504	2839	5158	8189	3243	1580	-1524	-3538	-7333	-5203	-3460	-623	-1931	-346	120	4997	7841	5994	3327	732	772	482	
-281	-377	-1582	-2640	-6082	-8209	-5207	-451	-362	1594	139	2126	3620	7870	2475	2048	-1084	-3350	-5953	-4701	-2958	-398	-1415	-361	293	5444	7022	5790	2658	732	698	499	
-241	-133	-562	-2608	-5484	-6778	-5568	-953	-1125	1406	-74	944	2833	5377	1389	763	-516	-2911	-4730	-2820	-1830	-537	-1195	121	1106	5257	6407	4524	1932	284	310	456	
-205	-104	-1031	-2482	-5154	-6023	-5301	-1660	-1973	469	-214	434	1389	3165	243	520	-538	-1593	-2817	-1190	-1485	-199	-375	388	1703	5444	5830	3686	1653	0	379	447	
-163	-52	-399	-1286	-3376	-4450	-4688	-2745	-3357	-251	-546	0	-111	469	43	82	-486	-354	-795	17	-1046	-170	345	2182	3176	5537	4209	3630	964	86	223	215	
-102	-137	-274	-783	-2164	-2877	-4814	-3720	-4064	-795	-1169	-530	-332	-450	-540	-191	-229	-155	-104	407	-390	51	681	3078	4555	4941	3017	2197	181	120	223	111	
-98	-119	-219	-97	-937	-1807	-3603	-3389	-4316	-1659	-2378	-1409	-1049	-597	-932	-74	230	327	285	658	164	938	2192	4234	4761	3748	1341	1000	163	120	94	-279	
-37	-222	-385	-193	-288	-691	-2738	-2886	-4504	-2304	-3180	-1755	-1725	-435	-1073	34	294	951	424	1349	614	2058	2603	4607	3772	2071	561	379	86	103	-111	-235	
-216	-355	-392	0	-67	78	-1700	-2352	-3482	-3246	-2850	-2635	-2321	-1385	-1481	-177	-37	1307	825	2564	2586	2599	2547	4626	3176	971	457	-23	-118	-111	-95	-37	
-296	-326	-268	34	36	-220	-1228	-1251	-3372	-2838	-2740	-2760	-2682	-1338	-1622	-170	112	616	563	2340	2492	2338	2435	3618	1610	580	60	25	21	8	-118	-21	
-227	-294	-122	-4	-163	235	-325	-842	-1125	-1754	-2049	-1975	-1803	-1401	-775	34	60	485	424	2209	1876	938	1483	2201	535	34	25	-11	56	129	-206	241	
-213	-237	-229	-160	-9	-116	-303	-369	-370	-1644	-1074	-1095	-1018	-851	-1277	-15	-52	242	190	2265	1203	844	942	1175	25	47	60	46	86	-97	29	430	
-207	-178	-163	-157	-96	-141	-204	-30	-543	-1046	-251	-413	-170	-239	-251	173	45	121	-207	1274	294	285	155	388	85	69	17	51	-1	-38	-8	42	
-207	131	-274	-207	-174	-156	-67	34	-355	-236	-177	-480	-329	-199	-103	321	67	-52	-140	1106	77	181	147	207	58	-23	65	189	94	-45	103	72	
