-121	-119	-63	-194	-248	-199	-369	-544	32	64	192	231	-181	-83	
-64	-70	-153	-83	-344	-485	-499	-645	-188	32	352	366	91	31	
-7	133	-65	-108	-165	-213	-376	-875	-170	88	456	470	150	181	
75	50	-60	-118	-241	-122	-636	-1435	-407	-135	750	910	436	316	
-42	-12	-104	-287	-757	-1021	-1026	-1248	-549	-270	682	1639	615	300	
-49	-71	-111	-166	-465	-1326	-546	-1521	-285	-122	504	1147	285	182	
-104	-112	-264	-110	74	-295	24	-487	-116	-142	136	199	-61	-140	
-161	-285	-423	-83	125	212	725	519	-68	-644	-603	-652	-238	-658	
-356	-422	-541	-201	298	1148	1894	1649	476	-439	-1835	-2258	-1219	-1509	
-663	-821	-1150	-339	988	1781	2977	2917	394	-687	-2486	-3301	-1864	-2123	
-252	-437	-1342	-159	1660	3099	3257	3611	282	-297	-3137	-4019	-2159	-2276	
-112	-437	-988	-521	829	2660	2523	2483	145	-243	-2599	-3230	-1962	-2095	
-98	-230	-517	-345	-159	1201	1318	1180	48	-75	-1084	-1751	-1079	-853	
-42	-279	-361	-228	-275	188	236	-130	129	-162	-319	-322	-294	-134	
217	116	-91	-235	-406	-309	-69	-903	-146	-65	24	271	285	339	
259	168	16	-187	-655	-731	-328	-1291	-457	24	280	809	985	747	
190	91	174	-201	-465	-1370	-1358	-2038	-414	193	408	1181	1591	747	
54	194	290	-14	-317	-862	-1098	-2311	-488	54	375	995	1473	597	
92	183	236	148	-282	-514	-444	-1392	-265	136	495	1249	716	474	
79	108	91	-111	-145	-354	-226	-817	-95	193	304	792	349	294	
