-69	34	249	8	221	42	-12	-122	-468	-313	-395	-492	-236	-192	8	235	185	185	264	295	254	-114	-20	-110	-231	-301	-158	
104	172	378	445	247	-113	-211	-106	-791	-541	-782	-756	-406	-281	171	364	360	430	536	364	293	-153	-90	-113	-139	-301	-290	
167	173	559	482	196	-43	-211	-465	-1237	-940	-1062	-902	-351	-192	293	362	463	773	1381	334	355	79	-73	-506	-593	-473	-523	
260	470	864	731	400	-135	-1167	-1167	-1593	-1428	-1356	-814	-241	-68	197	330	1085	1013	2199	893	716	458	7	-616	-1213	-472	-647	
408	715	1258	600	85	-297	-1662	-1391	-1638	-851	-1180	-902	-251	-252	236	469	1033	996	1210	910	1456	1216	-193	-395	-1117	-1456	-1071	
426	564	358	563	34	-763	-1932	-1182	-895	-659	-885	-1019	-349	-281	171	365	355	386	512	656	1507	1032	78	-278	-719	-1019	-976	
384	415	378	317	-114	-989	-2157	-913	-384	-600	-368	-228	-207	-110	62	0	153	-210	296	639	934	798	259	-298	-595	-560	-347	
234	103	292	188	-404	-854	-1317	-365	-140	-84	-291	-249	-138	-57	187	-123	-251	-338	-189	199	214	764	306	-53	-139	-277	-228	
147	-44	-50	-107	-468	-703	-352	75	326	441	16	-138	-14	-165	-36	-211	-400	-971	-574	-849	-61	339	432	260	280	-79	-218	
-12	-187	-243	-852	-163	-191	422	434	1064	1212	423	0	-62	-59	-237	-645	-964	-1669	-1353	-1568	-967	-200	338	384	468	126	39	
-121	-245	-977	-1490	-107	84	1624	1435	1372	1338	697	396	16	-55	-205	-1248	-1450	-1654	-1636	-2033	-1472	-1341	78	567	1266	518	425	
-286	-675	-1802	-1825	59	277	2961	1654	1770	798	1619	916	353	81	-403	-1866	-1407	-1967	-1863	-2300	-1976	-1927	-146	360	1791	256	387	
-224	-967	-2016	-1642	366	1493	3382	2164	1933	1644	1583	1485	1218	180	-1228	-1837	-1750	-2238	-2075	-2526	-1640	-2137	-691	963	2037	139	207	
-425	-1857	-2322	-1825	375	2009	4408	1890	2530	1626	2049	1450	1837	114	-1430	-2168	-2394	-1939	-1976	-2864	-2116	-2429	-1065	1161	2053	365	289	
-137	-1642	-2383	-2038	435	1843	3547	1963	2367	1284	1762	1272	1571	8	-1358	-1967	-1879	-1284	-1877	-2075	-1710	-2137	-1121	517	2070	1101	410	
-130	-1212	-2337	-1718	25	1162	3272	1472	2150	762	1065	1165	581	-7	-939	-1521	-1293	-829	-1962	-1906	-1233	-1997	-232	211	1348	774	270	
-281	-721	-1741	-1414	-256	793	2485	1563	1770	672	1530	293	245	-83	-301	-702	-563	-644	-1339	-1328	-1065	-1341	-153	564	642	380	68	
-180	-201	-1039	-715	-362	237	1184	852	628	636	1172	181	-14	-70	24	-204	-326	-943	-1141	-1060	-644	-742	118	336	335	108	-40	
-22	-173	-236	-178	-393	-269	42	319	477	546	406	-69	-169	-206	97	-123	-244	-243	-447	-289	-334	-80	385	329	132	124	-177	
286	155	103	248	-761	-1200	-777	-99	-168	-70	82	-401	-385	-226	211	-109	-7	40	-68	-21	0	252	558	-166	-251	-400	-379	
478	317	301	749	-454	-1155	-1917	-988	-538	-629	-91	-932	-399	-274	301	24	468	297	320	792	480	1116	708	-238	-441	-638	-554	
434	337	265	1234	-461	-1185	-2142	-1809	-1355	-1176	-488	-1312	-214	-226	399	292	670	738	560	1520	1204	1266	424	-304	-705	-1156	-660	
356	268	1089	1420	42	-643	-1827	-2167	-1355	-1753	-812	-1430	-406	-165	136	156	1119	824	672	1639	1136	1768	291	-1196	-1378	-363	-334	
104	121	1145	917	230	-327	-1152	-2496	-1311	-1650	-1356	-1210	-509	-336	154	347	946	893	696	1859	1524	647	102	-1279	-1241	-282	-143	
34	0	846	545	358	-226	-1407	-2048	-969	-1428	-782	-1093	-193	-268	146	503	1033	1304	456	1317	1524	300	-186	-920	-883	-459	-366	
-58	104	527	409	281	8	-1182	-1271	-454	-1206	-1047	-712	-333	-165	293	868	929	321	264	1046	571	134	-100	-575	-441	-347	-347	
-80	-51	232	284	349	-156	-15	-358	-360	-688	-1135	-243	-49	-350	-103	40	476	225	280	534	103	64	62	-506	-237	-138	-181	
