-156	-125	-639	-262	-35	277	-130	-75	
-202	-354	-726	-152	8	277	-68	-122	
-251	-430	-639	-90	61	122	56	-18	
-511	-506	-756	-49	204	1055	48	78	
-969	-591	-1371	-90	319	1300	357	250	
-1221	-1018	-1181	-28	352	706	694	444	
-1206	-974	-902	-159	49	627	389	172	
-119	-236	-104	-83	-107	73	154	161	
433	886	471	-55	-920	-823	-1061	-312	
1464	2603	880	148	-1863	-2657	-2355	-359	
1752	2746	1379	477	-2240	-3423	-3001	-449	
1608	2138	1379	394	-1036	-3033	-2240	-563	
852	957	596	263	-514	-1459	-1421	-454	
275	373	-90	123	-213	-294	-109	-122	
