-105	-244	-312	-235	-220	-172	163	-48	40	-61	-182	-63	
-49	-285	-610	-373	-241	8	456	81	-14	-55	-81	143	
25	-160	-664	-463	-440	-14	464	142	8	-61	-73	-34	
-10	-383	-841	-1312	-49	24	554	311	242	-17	-115	-181	
16	-733	-1077	-1400	-172	401	1038	308	282	-132	-153	-201	
-308	-910	-974	-1254	-337	779	1160	292	282	-156	-162	-201	
-28	-955	-1430	-1283	-516	621	933	259	188	-102	-243	-138	
100	-265	-111	-302	-117	49	40	-75	17	-75	-101	-54	
226	241	1208	471	24	-311	-403	-1162	-429	-34	488	326	
259	1554	2299	1645	16	-1065	-1358	-2599	-535	72	1040	390	
134	1842	2764	1805	287	-1819	-2571	-3303	-663	273	1091	382	
159	1464	2567	1290	435	-1094	-2571	-2240	-353	321	955	436	
-7	575	1548	363	0	-760	-910	-1033	-183	48	392	223	
-84	141	265	-201	-35	98	-96	-327	-124	-48	96	28	
-98	-181	-374	-396	-165	237	391	16	64	-149	-169	-116	
-58	-105	-782	-844	-42	507	500	521	153	-223	-296	-148	
8	-126	-812	-1019	-262	425	584	535	0	-284	-325	-174	
33	-299	-753	-858	-172	171	400	340	27	-183	-190	-74	
