-21	51	82	-152	-365	-286	-264	-347	-164	-14	216	271	7	46	
8	208	56	-145	-271	-311	-239	-501	-373	160	384	382	190	39	
103	208	82	-35	-262	-456	-592	-1191	-339	120	921	555	547	442	
8	133	28	-152	-255	-949	-953	-1377	-312	-34	1449	859	985	482	
-147	-21	-81	-184	-261	-992	-1069	-1090	-249	-216	631	622	293	339	
-196	-153	-146	-164	-97	-206	-178	-198	-153	-108	304	-128	103	79	
-219	-299	-437	-228	0	425	986	527	-55	-601	-357	-765	-294	-811	
-328	-570	-944	-138	254	1394	2243	1944	339	-872	-1679	-1892	-883	-1146	
-353	-585	-1106	-311	634	1886	3519	2691	567	-886	-2826	-2892	-1948	-1606	
-302	-319	-1606	-433	935	3029	4217	2726	826	-843	-3491	-3470	-2369	-1997	
-238	-245	-1783	-521	228	2607	2593	2083	118	-601	-2684	-3202	-2453	-1481	
-112	-299	-650	-521	189	1359	1265	1371	481	-237	-1296	-2089	-1528	-923	
0	-292	-319	-507	-117	114	268	129	118	-203	-588	-455	-374	-295	
131	125	-264	-152	-232	-384	-130	-587	-116	201	-195	87	333	260	
393	300	282	-97	-275	-891	-1040	-1535	-217	370	192	961	1069	395	
336	235	224	-111	-582	-1413	-2094	-2110	-821	394	852	1859	1490	697	
106	83	277	-104	-282	-1283	-1517	-1765	-278	474	495	1757	1086	647	
16	66	125	41	-282	-833	-396	-1262	-75	257	477	1283	951	521	
67	76	116	-76	-461	-543	-82	-1262	48	193	408	775	420	341	
