-79	-19	-87	-141	-197	-157	-186	-302	-283	-177	-131	513	-21	80	
-16	17	-142	-289	-71	-133	-195	-458	-536	-138	79	635	155	8	
25	-41	-128	-115	8	-93	-188	-1180	-858	-138	-48	766	0	242	
-15	-78	-113	-50	8	-56	-541	-1430	-1298	-124	212	1073	357	549	
-40	-36	186	97	42	-328	-777	-1238	-1620	-337	319	1178	275	565	
-50	55	161	41	-205	-433	-703	-1238	-1137	-427	237	828	340	385	
-129	-76	-135	-176	-286	-266	-119	-423	-125	-165	-124	81	73	128	
-228	-93	-269	-380	-267	-224	508	886	1005	-76	-398	-1170	-932	-34	
-313	-546	-346	-584	-232	-35	1572	2281	1965	-172	-1138	-1878	-1909	-393	
-264	-401	-219	-344	-197	-42	1752	2872	1841	-7	-1950	-2369	-2685	-332	
-221	-266	-252	-373	-171	8	1410	2746	1628	337	-1326	-2224	-1995	-190	
-129	-222	-149	-221	-122	125	500	635	614	361	-644	-1156	-1306	-393	
-47	-97	76	-126	-155	41	216	174	0	222	16	-219	-381	-177	
137	-192	135	-204	-199	-129	-84	-284	-249	57	270	448	8	169	
-150	-50	152	-40	-155	-151	-156	-411	-318	-14	294	548	337	173	
-94	-8	50	50	-57	-161	-496	-885	-829	-62	40	863	430	193	
-52	-74	-8	194	-85	-214	-407	-709	-682	-262	204	472	300	127	
-136	-227	-92	40	-176	-203	-362	-385	-682	-255	49	193	8	88	
-143	-118	118	90	-15	-49	-258	-402	-1122	-159	-117	75	105	25	
-19	-220	186	18	8	-56	-195	-167	-990	-110	-44	-10	-109	24	
-185	-312	84	-211	8	-51	-91	-185	-756	-260	-69	40	-184	-74	
