-120	-64	-92	-247	-330	-247	-313	-316	-595	-90	-226	-28	-191	-149	193	115	239	63	154	188	-68	-40	-40	-71	13	
-185	-43	0	-218	-248	-175	-334	-187	-712	-234	-350	-116	-105	72	82	155	135	194	213	503	151	-119	-132	-132	122	
-121	-78	33	-164	-267	-300	-397	-368	-624	-392	-659	-276	-184	331	173	198	131	365	347	511	289	78	-230	-242	210	
-171	-178	-151	-204	-421	-360	-821	-871	-1268	-844	-1181	-144	49	573	241	336	63	850	881	527	564	265	-99	-37	143	
-306	-263	-255	-310	-854	-999	-1783	-2180	-2396	-946	-2124	-1098	-48	630	653	1262	1283	1793	1684	1288	1178	390	186	124	121	
-385	-171	-251	-373	-943	-1905	-3084	-2975	-2938	-1763	-2226	-751	73	429	402	1773	1571	2685	2303	2019	1789	773	101	148	105	
-502	-351	-417	-747	-1704	-2871	-3868	-4359	-2953	-1442	-905	-116	235	331	249	2216	1283	2517	2404	2734	3308	1348	-191	101	73	
-314	-312	-718	-1302	-2809	-3941	-4666	-3446	-2279	-276	-302	163	56	118	40	1654	927	1641	2337	3582	4696	2283	279	301	106	
-306	-341	-1095	-2202	-4123	-4595	-4459	-2637	-1620	-282	-199	342	63	48	-54	631	231	1473	1734	3864	5076	3645	1525	580	43	
-289	-411	-1788	-3867	-5227	-5739	-4578	-1636	-946	-124	-144	505	-191	24	-216	232	-539	412	747	3914	5257	4531	2357	696	227	
-385	-610	-2572	-4317	-6317	-6125	-3321	-929	-297	271	188	521	-225	48	-284	-364	-849	87	110	3449	5769	5335	2960	1886	420	
-271	-595	-2737	-5082	-6854	-6541	-3143	-388	-69	551	-179	64	-27	315	-176	-350	-990	127	-213	2368	6067	6008	3139	2000	622	
-313	-496	-2963	-5502	-7646	-5813	-2951	-56	24	301	72	228	-259	-69	-385	-390	-1075	-121	-326	2152	5158	6550	4085	1676	701	
-420	-1291	-2783	-5712	-7541	-5649	-2847	290	277	266	202	374	-327	-236	-412	-290	-1145	-54	-1104	2268	5522	6763	4688	1773	552	
-639	-1231	-2255	-5607	-7556	-6125	-2212	456	-104	175	98	12	-788	-136	-284	-249	-384	166	91	2019	5637	6697	3743	1546	455	
-852	-1337	-1728	-5232	-7452	-6586	-2936	556	-166	51	49	-307	-1047	-244	-242	-189	-168	246	-714	2468	5736	6254	2927	2259	113	
-406	-1337	-1743	-4107	-5959	-6244	-3661	-181	-829	-269	-172	-239	-1234	-143	-138	16	69	516	-167	3249	5274	5204	2797	1005	569	
-399	-1533	-1396	-3237	-5003	-6110	-4031	-871	-1342	-701	-405	-335	-1047	-55	-183	168	-88	1221	296	4163	4910	4433	2161	588	420	
-93	-671	-161	-1737	-3421	-5233	-3631	-2328	-2074	-786	-1021	-321	-875	-161	34	320	271	2281	1517	3997	4018	2775	606	418	210	
-205	-447	-142	-1332	-2675	-4060	-3291	-2372	-2382	-1063	-1834	-362	-346	16	160	368	538	2399	1935	3282	2961	1692	240	270	184	
-171	-319	-255	-387	-1466	-2366	-2700	-2416	-2133	-873	-1805	-369	-630	412	305	887	775	2702	2236	2900	1723	1167	147	117	25	
-8	-36	-170	-494	-1242	-1474	-2034	-1548	-2133	-1107	-1979	-314	-296	224	321	1279	656	2736	1868	2435	1491	691	-46	27	85	
51	-171	-311	-176	-585	-761	-895	-1062	-1444	-742	-978	105	-69	191	329	1040	271	1608	1065	393	540	234	-47	-20	-26	
-100	-114	-311	-201	-271	-280	-200	-988	-1312	-669	-601	-224	-544	4	176	887	87	1019	998	621	501	148	-96	-73	-28	
-46	-124	-226	-218	-323	-21	-422	-596	-726	-727	-978	-444	-291	-42	112	307	318	531	308	188	23	-65	-248	-146	-105	
-29	-107	-170	-120	-74	-77	-320	-485	-741	-310	-920	73	-56	8	66	160	231	357	118	23	-8	-66	-250	-177	-160	
