0	-215	-373	-131	-95	-48	-140	-149	-7	-148	-103	
-119	-368	-521	-97	-96	285	-96	-77	-135	192	-128	
-230	-620	-521	-145	-76	206	-75	-93	-135	-52	-14	
-390	-797	-639	-42	-35	219	202	-82	-103	-74	11	
-866	-944	-1034	-207	122	505	340	64	-118	-283	-88	
-910	-1077	-1195	-241	726	1859	590	517	-217	-215	-140	
-1029	-900	-902	-317	237	1265	1042	654	-108	-133	-68	
-49	91	-318	-186	73	-14	300	113	-102	-54	103	
508	886	198	57	-252	-1228	-490	-75	16	280	223	
1554	2460	1681	82	-920	-2369	-1880	-143	395	456	279	
1554	2746	2303	345	-1631	-2773	-2742	-170	413	432	422	
672	2460	1663	246	-1341	-2412	-2441	-339	297	331	271	
216	1011	1236	263	-891	-982	-946	-319	56	324	223	
