125	-14	-17	-44	-93	-390	-211	-292	-115	296	406	301	355	-186	-219	-269	
55	20	-49	-200	-746	-867	-1176	-332	-75	336	454	884	714	-179	-218	-260	
66	-41	-32	-357	-1138	-809	-1191	-373	-14	529	402	1103	731	212	-68	-150	
-91	-65	-76	-55	-1094	-267	-531	-377	-122	272	285	436	355	165	7	-61	
-223	-385	-173	-14	-311	-123	-313	-254	-102	128	31	-34	63	259	158	85	
-407	-530	-263	57	155	701	243	-224	-284	-303	-821	-434	-400	259	282	593	
-511	-1062	-242	411	1464	2523	1510	339	-183	-1353	-2174	-1177	-1341	165	633	757	
-777	-1062	-276	988	2220	3711	2170	584	-257	-2897	-3498	-1808	-1690	157	1046	1495	
-659	-1106	-235	740	2660	3309	2517	1050	-237	-3251	-3723	-2046	-1746	283	781	1348	
-585	-856	-318	935	2273	2505	1806	636	-304	-3336	-3484	-2201	-1732	173	478	513	
-333	-694	-521	279	1218	1929	607	532	-115	-2288	-2371	-1261	-895	330	423	335	
-299	-326	-207	82	98	601	170	153	-88	-730	-596	-374	-60	236	274	249	
-140	-125	-207	-241	-615	-192	-659	121	-7	-81	71	285	608	62	-139	-165	
208	248	-304	-596	-978	-679	-1622	-177	32	480	978	682	1300	-60	-147	-301	
383	295	-28	-538	-1631	-1011	-1981	-407	88	477	2215	1490	1484	-153	-298	-297	
241	129	-194	-351	-1283	-1358	-1751	-271	96	232	1639	1338	1182	-80	-205	-233	
161	174	-56	-330	-731	-708	-1363	-271	80	368	910	468	965	-40	-191	-204	
191	381	-42	-269	-891	-333	-846	-95	-27	240	876	63	379	-60	-142	-211	
175	205	140	-62	-494	-192	-259	-41	0	176	287	-194	173	70	-106	-201	
-77	124	101	0	-302	-110	-55	56	64	144	159	-261	-47	55	-199	-171	
