-71	-163	87	-19	-119	-188	-596	-394	-221	-199	146	-19	80	
-86	-74	76	-22	-166	-195	-738	-166	-152	-76	228	80	16	
-107	-33	-58	-141	-328	-348	-915	-302	-200	-42	456	97	8	
-44	-43	-134	-67	-133	-555	-974	-844	-90	106	749	324	64	
-9	33	1	143	-98	-777	-1106	-1517	-55	188	881	454	266	
8	7	-36	-38	-384	-600	-1106	-1488	-172	335	1335	170	146	
-18	25	-92	-126	-335	-600	-812	-932	-392	343	898	154	22	
9	-107	-247	-36	-91	-105	8	-83	-159	-158	-41	-143	-34	
-135	-212	-500	-175	-35	516	1315	396	65	-746	-1502	-1435	-116	
-178	-318	-506	-127	167	2022	2746	1521	-124	-1515	-2296	-2369	-435	
-312	-375	-378	-197	125	2004	2836	2179	238	-2052	-2296	-2742	-635	
-206	-233	-432	-233	0	1698	2013	1574	526	-1442	-2369	-1435	-346	
-57	-142	-127	-301	-203	516	456	596	493	-601	-982	-573	-359	
