-195	-284	-332	-248	-124	-7	-10	-28	
-63	-603	-339	-138	-55	114	113	-13	
-258	-723	-536	-200	16	334	251	8	
-327	-1135	-408	-330	163	709	521	186	
-299	-1400	-1093	-324	229	1038	868	218	
-319	-1165	-1400	-330	568	1475	746	533	
-600	-1400	-697	-249	302	1178	625	317	
-77	41	-118	-142	-131	301	-55	32	
275	1243	667	-69	-818	-1040	-1061	-502	
1518	2657	2037	197	-1486	-2441	-2268	-692	
1842	3194	2268	345	-1892	-3062	-2987	-864	
1518	3426	1361	279	-1399	-3206	-2613	-1178	
888	1440	596	189	-673	-1387	-1291	-835	
8	348	-28	98	163	-253	-143	-271	
-42	-305	-712	49	360	489	97	-190	
-82	-826	-829	-152	417	393	-75	-143	
-8	-635	-975	-234	442	741	-75	-111	
-126	-444	-770	-324	357	459	259	-109	
