-9	0	203	17	535	94	52	-201	-150	-228	-185	-487	-197	-162	159	83	-21	121	172	0	48	-211	-164	-48	-142	-289	-112	118	
-37	86	407	303	579	-29	-130	-157	-262	-669	-149	-1035	-467	-239	7	17	8	165	304	284	448	-150	-148	-135	-191	-255	-127	31	
2	-23	290	541	1307	-51	-317	-273	-72	-867	-468	-914	-394	-148	-9	-28	390	471	617	384	451	-82	-143	-196	-229	-189	-101	118	
30	156	567	264	761	52	-339	-352	-486	-776	-1079	-1291	-359	-71	134	194	655	845	1182	433	1055	227	-156	-274	-532	-168	-121	252	
8	53	602	449	1422	340	-166	-395	-1329	-1308	-1670	-1547	-507	-218	22	16	1422	1023	1165	311	1160	555	-55	-544	-744	-181	-234	32	
-111	228	600	771	1844	139	-252	-921	-1940	-1536	-2003	-2044	-957	-928	159	283	1655	1307	1359	990	1125	712	331	-786	-900	-282	-165	-100	
-15	17	801	1657	1518	-80	-905	-1028	-2291	-1749	-2351	-1788	-1272	-645	201	241	1870	1183	1306	1482	1754	1180	201	-431	-1098	-863	-254	-114	
295	320	917	2139	1480	-318	-1059	-1258	-2016	-1414	-2442	-1607	-1347	-406	134	350	1512	1183	1448	814	1946	1667	325	-102	-702	-1230	-448	-173	
94	284	1111	1946	403	-238	-844	-951	-1833	-684	-1836	-1291	-1167	-316	50	175	1118	382	1448	221	1021	1910	1119	24	-730	-793	-742	23	
104	195	815	713	43	-137	-242	-273	-186	-271	-553	-1291	-577	-197	-7	105	273	181	559	-268	440	225	946	241	-236	-553	-434	-100	
63	-118	183	-51	-225	-109	130	173	508	197	-114	-283	-162	176	-84	-21	-291	-63	180	-601	138	105	601	1013	176	-215	-328	126	
-133	-389	88	-277	-185	-22	860	1149	1277	358	573	161	-43	412	-328	-319	-885	-595	-379	-992	-287	-515	266	979	336	366	-27	158	
-214	-1108	-721	-1083	-215	314	2016	1846	2701	1420	2463	1106	304	470	-494	-881	-2328	-1415	-537	-1877	-2484	-1607	-61	790	1279	1249	301	292	
-575	-1739	-1678	-1755	-231	445	2452	2016	3750	1979	4205	2783	763	707	-1489	-1576	-4138	-2880	-1631	-2762	-2859	-2125	-635	635	1926	1994	341	302	
-971	-1928	-2447	-2146	-402	689	2130	2374	3938	2464	5576	3851	1789	980	-1474	-1886	-4962	-3788	-3206	-2501	-1979	-2829	-1636	418	2301	2452	1221	521	
-512	-1849	-2683	-3411	-218	1051	3077	3127	4031	2725	6299	4809	2741	725	-806	-1945	-6037	-5106	-3891	-2646	-2195	-3418	-2122	442	2949	2282	1490	371	
-273	-2054	-3593	-3662	-464	955	3551	2977	3638	2892	6502	4478	3199	420	-622	-2345	-5919	-5560	-4095	-2501	-2657	-3475	-1493	410	3256	2638	1322	1182	
-347	-1471	-3154	-3443	-760	1222	3191	2129	3319	3284	5650	3943	3217	598	-820	-2345	-4874	-4213	-3702	-2095	-2787	-3691	-1092	209	2608	1994	1086	647	
-236	-1360	-1616	-2615	-822	784	1902	1714	2682	2110	3668	3114	2613	286	-154	-1014	-3755	-2865	-2346	-1152	-2094	-3202	-522	305	1756	1114	452	245	
-74	-730	-1616	-1974	-1242	139	936	847	1933	1476	1741	1493	1935	67	-110	-393	-1739	-1957	-1442	-731	-1141	-2096	-231	321	546	148	261	197	
-30	-367	372	-328	-1258	-210	617	263	1089	1104	315	382	600	-64	41	-363	-132	-249	-888	-459	-1055	-817	24	289	72	-14	-74	-140	
44	-257	1130	-8	-931	-997	434	103	335	385	-270	-297	8	-120	284	-7	707	148	-214	-192	-239	243	291	82	-283	-309	-314	-184	
214	249	1634	752	-247	-1276	-1568	-675	-86	102	-1049	-914	-268	-204	207	358	2567	969	353	1429	1195	1042	843	32	-617	-596	-322	-147	
150	498	2738	1156	184	-1121	-2262	-1228	-1512	-654	-2805	-1848	-148	-43	393	383	3068	1485	952	1851	2313	1510	331	-257	-1240	-1525	-414	-280	
44	454	2273	2158	509	-1059	-2031	-1688	-2673	-2144	-2865	-2421	-852	-212	371	441	3731	2321	1872	1851	1754	2049	307	-502	-1594	-1807	-448	-213	
-67	213	2079	2081	1327	-749	-1368	-1611	-2704	-2296	-2729	-2406	-897	-480	264	780	2925	2215	1872	1798	1492	1441	266	-345	-1622	-1497	-714	-327	
-52	133	1731	1599	943	-246	-1275	-1013	-2627	-1810	-2381	-2180	-912	-764	385	690	2371	1556	2013	1904	1981	729	193	-331	-1112	-1201	-488	-207	
205	288	665	1677	675	-131	-619	-951	-2123	-1445	-2093	-1818	-477	-407	368	325	1834	1058	1748	1131	951	139	258	-324	-673	-1089	-374	-47	
91	151	319	670	298	-145	-346	-583	-557	-441	-1594	-1306	-303	-421	49	75	630	347	1394	237	171	186	-10	-372	-603	-356	-142	-157	
26	115	62	299	197	148	-310	-291	-365	-185	-852	-598	-134	-171	-64	-21	165	165	564	-21	16	146	-109	-372	120	-208	-100	-141	
