-79	-97	-470	-269	-103	44	16	-21	-75	-128	-126	
-105	-243	-858	-385	-199	203	0	-72	-108	-128	-114	
-237	-312	-844	-220	15	383	73	-156	-124	-144	-134	
-306	-635	-1195	65	98	774	324	218	-122	-189	-131	
-733	-944	-1254	-207	352	1248	920	290	0	-269	-34	
-895	-1180	-1312	-76	180	1213	503	484	-108	-158	151	
-1265	-1253	-1049	-275	90	881	316	237	-189	-31	231	
-216	-146	-69	-90	-96	195	81	41	16	-7	81	
333	635	827	-165	-528	-564	-1205	-170	96	192	143	
1212	3140	1716	-152	-1413	-2874	-2340	-649	152	464	167	
1608	3033	1752	41	-1950	-3235	-3202	-463	297	563	358	
2058	2532	1290	353	-1108	-2527	-2671	-339	418	365	87	
942	1190	880	485	-427	-881	-1119	-298	24	139	271	
50	107	231	165	-28	-171	-136	-156	-115	-101	31	
-140	-347	-366	-28	163	513	121	-75	-304	-323	-157	
-171	-323	-288	-69	466	656	503	-48	-270	-273	-188	
-304	-341	-282	-152	311	1143	470	-89	-288	-190	-175	
-292	-323	-345	-141	98	1125	121	-95	-169	-21	-73	
-203	-311	-756	-165	-37	32	98	-1	-189	-256	-166	
-167	-568	-873	-303	-110	48	16	185	-27	-167	-144	
-56	-70	-546	-62	-131	-136	-89	34	152	-135	-141	
-105	-97	-518	-267	-262	-259	-159	-109	-14	-61	127	
