0	-141	-333	-194	-90	-90	163	-27	-66	
-126	-265	-458	-242	-28	122	480	97	-34	
108	-452	-532	-346	-241	171	717	292	122	
-93	-955	-1180	-595	-165	171	1055	399	274	
318	-1324	-1003	-1078	-76	229	1283	694	517	
318	-1280	-1180	-1283	-165	360	1440	503	434	
58	-1398	-1386	-1371	-227	180	627	434	258	
-28	-279	-97	-316	-124	-199	260	-184	-12	
58	300	1154	338	213	-833	-751	-1377	-95	
83	1716	2907	1450	361	-1413	-1719	-2685	-292	
58	1608	3086	1877	296	-1994	-1964	-3059	-238	
8	1626	2657	1254	279	-1674	-2210	-2082	-298	
-28	500	1369	272	263	-1094	-1083	-1636	-122	
-238	83	190	-76	148	-240	73	-170	-134	
-159	-244	-395	-195	139	57	513	292	-41	
-91	7	-313	-448	-172	278	469	382	-55	
-98	-112	-414	-580	-255	163	422	421	76	
-196	-313	-444	-565	-413	139	278	219	80	
-321	-459	-208	-155	-330	147	81	16	-34	
16	-570	-513	-256	-49	-35	-116	8	-7	
-140	-629	-438	-352	57	-90	-85	-62	-82	
