-181	-388	-304	-143	-92	-48	-109	19	
-216	-402	-366	-14	24	293	-7	113	
-327	-442	-492	-145	-103	174	159	226	
-570	-547	-580	-372	155	554	243	307	
-821	-782	-1298	-436	360	898	989	387	
-762	-1150	-1356	-475	409	1248	677	420	
-748	-812	-1019	-902	445	881	555	541	
-70	-174	-235	-434	-35	171	121	-28	
358	481	355	-310	-470	-694	-932	-292	
1266	1941	1912	-227	-1196	-1935	-1995	-649	
1608	2478	2090	57	-1979	-2109	-2742	-420	
1374	2406	1592	98	-1718	-2036	-2125	-407	
458	975	969	263	-992	-1040	-817	-197	
-7	82	148	-55	-55	-246	-191	-75	
-119	-291	-373	-7	139	415	0	-109	
-141	-342	-492	-186	278	480	257	72	
-289	-444	-844	-200	196	438	236	-48	
-244	-414	-551	-413	163	337	300	-29	
-327	-385	-580	-317	-42	193	202	71	
-272	-315	-311	-76	-117	108	96	88	
-234	-291	-373	-76	-35	41	-14	-97	
