116	132	-42	49	-301	-206	-331	-857	-411	-315	-121	79	448	203	226	-13	-34	-43	-45	78	
66	272	205	122	-205	-313	-82	-986	-377	-422	-141	55	1055	203	314	39	-18	-54	0	-42	
265	305	299	237	-328	-327	-592	-1569	-1070	-511	-127	150	1404	1046	921	108	-23	-67	-143	-97	
190	297	452	171	-396	-1191	-1150	-1654	-1098	-722	23	39	2185	1805	1774	264	-59	-85	-166	-171	
207	272	269	114	-301	-1191	-1307	-1341	-631	-463	-97	15	2285	1491	757	342	39	-45	-178	-138	
82	99	238	-158	-403	-1363	-992	-1042	-475	-456	39	165	1587	493	390	174	148	-30	-319	-52	
-208	-132	180	-96	-178	-1018	-170	48	-135	-195	26	86	299	-47	148	46	61	78	-67	70	
-374	-492	-303	-418	16	-368	170	1081	580	167	174	-7	-352	-768	-457	-499	-27	78	208	341	
-354	-1034	-509	-271	358	503	1533	2351	1841	809	222	-273	-1288	-2619	-1900	-950	-817	359	481	1069	
-264	-1166	-1340	-514	689	1545	3294	3894	3290	1791	333	-728	-2759	-4234	-3013	-1730	-1656	1005	1126	1126	
-120	-1840	-2375	-499	1422	2222	3535	5026	4006	2316	587	-351	-3980	-4911	-3316	-3507	-1955	1515	673	1315	
-416	-1517	-2579	-702	1283	2188	4243	4460	4415	3079	373	-309	-4286	-5201	-3893	-4327	-1207	577	1089	994	
-277	-1224	-1850	-673	774	2188	2828	3740	3614	2299	349	-602	-3092	-4138	-2958	-2236	-1275	914	1674	192	
-174	-726	-917	-891	309	1267	1395	2076	2506	944	15	-253	-1982	-2646	-1639	-1648	-1058	296	691	271	
-120	-201	-282	-238	0	210	339	329	870	326	-87	55	-471	-961	-395	-1101	-105	74	227	-178	
-84	41	509	43	-76	-572	-197	-616	-101	-215	-127	102	0	180	-14	-171	-12	-119	-446	-303	
112	258	628	-21	-294	-1104	-535	-1882	-1806	-1441	-147	165	905	913	1151	775	348	-311	-524	-429	
174	429	1766	106	-89	-1219	-1221	-2778	-2585	-1610	-161	221	1919	2070	1348	1101	309	-548	-824	-169	
232	396	1589	319	-103	-1262	-2022	-3148	-2712	-1413	-234	221	1969	3011	1282	435	188	-437	-1092	-282	
107	132	740	401	97	-1392	-1893	-2579	-2599	-1173	-361	276	2019	2499	2267	481	448	-422	-1344	-289	
41	346	652	343	114	-630	-1321	-1313	-1197	-1244	-147	379	1786	1706	1725	1085	357	-111	-289	-256	
-84	132	387	131	57	-354	-1135	-900	-1183	-891	-161	165	1155	748	1282	442	7	-45	-45	-289	
-84	41	106	65	65	-374	-529	-297	-532	-175	-27	173	487	407	691	417	394	113	-237	-154	
