-168	-216	-430	-235	-96	91	464	-68	-68	
-49	-216	-520	-352	-147	-35	262	-55	-14	
58	-327	-576	-639	-104	98	301	186	56	
-121	-526	-1209	-800	-186	253	660	312	24	
-56	-733	-1062	-1268	-421	229	933	729	218	
-363	-792	-738	-1532	-447	114	1160	660	541	
-454	-644	-900	-1137	-698	-21	627	330	525	
-259	-7	-187	-283	-344	-137	-41	-232	-217	
-35	516	886	371	-214	-644	-896	-1607	-764	
167	1752	2174	1592	131	-1399	-1834	-2742	-849	
175	2004	2550	2179	394	-1877	-2383	-3030	-764	
-49	1770	2657	1645	345	-1471	-2224	-2053	-764	
50	942	1100	792	370	-702	-823	-659	-292	
