7	-17	-14	-151	-246	-313	-136	-445	-437	-303	-269	-33	385	282	171	-51	-167	-184	-145	-97	
141	78	57	-21	-21	-558	-95	-1142	-310	-342	-254	-34	1188	500	249	15	-134	-192	-185	-119	
307	132	236	196	-82	-817	-463	-1171	-411	-920	-174	126	1321	897	412	303	-99	-185	-259	-163	
423	303	559	311	-157	-1018	-935	-1042	-900	-1159	-214	158	689	1194	609	260	116	-189	-288	-341	
439	99	567	196	-294	-1449	-1307	-1284	-957	-1131	-94	221	1254	1706	1397	15	-40	-222	-363	-254	
286	107	297	286	73	-1550	-1307	-1014	-716	-1060	-147	102	1105	1723	527	272	-66	-206	-348	-293	
139	174	230	-165	-62	-1349	-481	-378	-574	-483	-194	213	598	1310	382	119	100	-185	-278	-222	
33	-14	-90	-702	-246	-374	8	104	-256	-262	31	158	0	-40	-40	-276	-103	-66	-78	-135	
-146	-173	-379	-445	-55	227	170	482	336	55	-21	-27	-441	-1362	-732	-1279	-20	105	-45	-51	
-319	-609	-502	-644	456	573	1602	2436	1773	826	31	-295	-1274	-2701	-1749	-1880	-908	872	490	140	
-76	-1268	-1121	-833	898	1684	2931	3688	2745	1588	206	-1090	-2454	-3972	-3000	-2318	-1833	1402	1467	402	
-326	-1547	-1835	-1021	654	1788	3760	3929	3921	2503	166	-658	-3661	-5367	-4016	-3206	-2051	1610	1032	635	
-354	-1488	-1865	-1268	489	2170	4433	4049	4279	2740	452	-616	-3869	-5919	-3989	-3726	-1153	702	1278	843	
-91	-1473	-1967	-804	798	2188	3207	3431	3546	2367	142	-333	-3300	-4248	-2821	-2208	-1384	1075	1523	569	
-257	-1137	-1107	-252	566	937	2482	2093	2728	1080	-7	-94	-2259	-2177	-1873	-1484	-1112	511	1240	157	
8	-297	-379	-246	32	194	998	329	368	191	182	173	-635	-892	-1268	-1156	-20	271	376	-215	
190	-28	312	16	-239	-449	-170	-317	-101	-567	-307	150	141	148	-191	-335	417	219	-15	-158	
220	231	1112	237	-103	-1306	-849	-1455	-1070	-1427	-441	158	621	1805	1102	481	417	-437	-185	-205	
307	322	2261	605	32	-1334	-1464	-2053	-1976	-1709	-328	158	1537	2648	1545	1003	177	-659	-351	-178	
215	346	1200	849	-103	-1694	-2008	-2238	-2358	-1342	-401	363	1869	2284	1545	1003	673	-718	-966	-333	
165	74	634	352	-7	-1363	-1893	-2152	-1721	-835	-348	276	1604	1772	1594	411	502	-570	-666	-193	
141	198	403	347	268	-429	-1450	-1512	-1849	-680	-161	403	1703	979	1397	745	-249	-533	-393	-191	
82	127	156	175	220	-136	-637	-1199	-999	-275	-59	284	1288	133	624	380	-242	-318	-239	96	
