-8	-7	9	-85	-167	-278	-263	-351	-439	-273	-645	-109	-87	-34	37	174	126	149	-7	-49	-119	-131	35	
-128	-56	-71	-154	-82	-374	-463	-200	-905	-273	-573	96	-68	44	7	333	71	456	94	-60	-73	-35	30	
-283	-150	-155	-203	-320	-499	-609	-152	-949	-294	-846	-207	-108	22	-21	452	502	756	305	140	116	173	-41	
-216	-106	-146	-244	-289	-298	-917	-310	-1312	-403	-1449	-511	-169	-64	187	690	731	856	407	312	227	185	157	
-283	-113	-183	-335	-452	-305	-1195	-771	-1979	-737	-1995	-217	-142	-21	143	1540	798	1670	880	987	416	314	455	
-234	-177	-211	-489	-688	-282	-1825	-1850	-3198	-1849	-2441	-463	-445	16	119	1625	898	2135	1904	1906	139	541	496	
-129	-148	-346	-583	-1546	-1194	-2938	-3089	-3488	-1863	-2556	-461	-351	128	175	2214	1300	3066	3242	2496	1118	822	461	
-85	-282	-600	-1014	-1871	-1827	-4271	-4197	-3444	-1444	-1967	-488	-359	-4	143	2012	1182	3831	3622	2825	2406	727	536	
-125	-247	-943	-1043	-2300	-3917	-5238	-4503	-2821	-1184	-1148	218	-78	-29	-34	716	697	3249	3820	3284	1460	2259	560	
-128	-176	-1062	-1965	-3040	-5183	-6220	-3468	-2356	-410	-198	436	91	0	-736	-21	79	2002	3358	4121	2830	3522	759	
-177	-338	-1466	-2232	-3942	-6096	-6688	-2914	-673	105	1111	2189	8	-195	-2033	-602	-993	606	2235	4318	4917	3700	1572	
-99	-582	-1600	-2069	-4859	-7361	-6893	-2331	-370	793	2222	3035	426	-256	-2498	-2229	-2471	39	1789	4334	5504	4089	753	
-553	-338	-1898	-3094	-5509	-7936	-6410	-1442	-117	2610	3143	4225	961	-175	-3104	-4107	-3755	-635	880	4023	5145	5563	1666	
-317	-373	-1645	-3956	-5938	-8892	-6659	-1209	-295	2540	3768	4605	858	-357	-3766	-4780	-4271	-607	666	3744	4884	6260	1666	
-410	-486	-1824	-3673	-5258	-8392	-6586	-1004	-315	2820	3768	4018	653	-283	-3893	-4304	-4145	-444	454	4006	5406	6470	1326	
-375	-598	-1779	-3109	-5243	-8642	-6381	-1558	-507	2540	3073	3466	555	-189	-3160	-4318	-3559	-279	748	3924	5715	6163	1420	
-248	-619	-1286	-1994	-4341	-7244	-6351	-2652	-1283	1842	1441	2327	185	-216	-2131	-2453	-2053	456	930	3908	4444	5336	1118	
-170	-486	-1092	-1727	-3676	-6434	-6600	-3600	-2211	309	316	1119	64	32	-1427	-1009	-1007	1487	1970	4843	4069	4883	1458	
-253	-486	-480	-1177	-2271	-4683	-5956	-3920	-3082	-205	-846	557	-95	256	-215	-67	-14	2318	3490	4810	3922	1659	1723	
-191	-261	-239	-806	-1842	-3682	-4945	-3833	-3749	-1127	-1435	177	-250	61	-41	555	497	3050	4233	4482	2911	1384	1042	
-191	-116	185	-342	-1147	-1974	-3363	-3016	-3343	-1329	-1967	-592	-374	280	406	1759	1400	2484	3506	3432	922	649	841	
-191	-58	252	-168	-703	-1194	-1649	-2360	-3067	-1055	-1952	-1078	-801	67	414	1439	1300	2335	2334	2431	139	216	499	
-153	-30	56	-182	-84	-471	-297	-1296	-1965	-1083	-1320	-921	-351	-26	15	1002	1450	2152	567	1446	-79	-46	271	
-128	-169	-50	-203	-110	-125	-331	-379	-1181	-560	-1191	-663	-230	-88	87	420	1049	1421	39	412	-269	-151	236	
-22	-254	117	32	-28	-59	-297	-110	-630	-437	-918	-326	-129	-182	175	394	697	338	125	288	-97	-186	-8	
