-251	-520	-368	-365	-69	326	29	-14	
-299	-547	-287	-120	262	263	-62	-19	
-383	-620	-712	-90	131	529	73	56	
-688	-694	-1342	-241	327	811	430	242	
-718	-871	-1254	-372	586	1160	324	274	
-836	-664	-932	-287	445	627	451	249	
-313	-381	-76	-144	-103	114	-116	2	
200	165	827	-110	-833	-982	-1033	-122	
1212	1655	1592	246	-1994	-2253	-2053	-339	
1500	2496	1823	411	-2211	-2831	-2944	-506	
1410	2782	1325	592	-1573	-2845	-2383	-271	
433	1655	543	112	-818	-1286	-1148	-95	
50	492	8	131	-62	0	-123	137	
-140	-84	-387	-47	131	366	137	226	
-393	-506	-888	-62	417	692	781	468	
-171	-606	-697	-131	253	793	492	129	
-279	-385	-946	-255	-76	462	267	-197	
-258	-333	-741	-172	-55	163	-7	-170	
-334	-527	-609	-290	-240	-26	64	-14	
