16	-182	-437	-318	-220	-77	73	-30	-244	
50	-133	-664	-390	-227	81	268	121	-32	
43	-355	-1459	-536	-289	433	635	170	123	
-300	-969	-1327	-1268	-207	410	552	373	355	
-321	-1295	-1297	-1327	361	568	493	399	533	
-217	-1354	-1091	-1049	8	16	456	357	217	
8	-237	-49	-145	-7	-179	48	-62	121	
192	425	1047	471	24	-441	-1199	-903	-89	
636	1914	2729	1965	320	-1341	-2628	-1765	-149	
209	1986	3158	2321	271	-1892	-3134	-2628	-298	
-63	1752	3122	1290	271	-1094	-2484	-2225	-635	
192	816	1369	1218	213	-281	-665	-1205	-332	
-189	8	232	272	246	-124	-212	-218	-190	
-123	-216	-430	-339	205	139	440	210	-102	
-21	-260	-1091	-331	0	376	514	324	-68	
0	-200	-1209	-682	-62	286	430	357	-231	
-238	-319	-753	-290	-207	294	292	308	-79	
-210	-480	-532	-507	-234	0	138	235	-217	
-85	-167	-353	-380	-90	122	130	113	-79	
