-188	-246	-265	-222	-266	-430	-413	-348	-193	-147	-97	
-130	-206	-288	-253	-288	-463	-351	-299	-289	-163	-119	
-44	-151	-206	-211	-381	-622	-355	-207	-667	-358	-156	
-119	-238	-174	-250	-400	-642	-496	-511	-997	-444	-281	
-237	-191	-193	-212	-245	-515	-580	-741	-1249	-1157	-826	
-126	-162	-194	-304	-635	-592	-1494	-1261	-1990	-1551	-1598	
-40	-148	-183	-430	-745	-1351	-2660	-2931	-2320	-1614	-2117	
-79	-204	-264	-319	-1344	-2187	-4236	-3546	-2950	-1252	-1802	
-80	-211	-347	-1002	-2621	-4251	-4977	-4176	-2698	-1016	-1236	
-128	-213	-466	-504	-3945	-4976	-5686	-3640	-1785	-266	-763	
-128	-204	-492	-687	-4403	-4992	-5386	-2553	-1155	497	-281	
-142	-315	-609	-1680	-6121	-5749	-4362	-1309	-570	489	-259	
-191	-337	-405	-3273	-6200	-6111	-2818	34	-259	319	-82	
-323	-434	-262	-3809	-7461	-5591	-2645	367	-215	169	-82	
-257	-610	-615	-4329	-7303	-4677	-1132	313	78	655	-67	
-198	-622	-621	-4266	-7161	-4740	-1226	-170	52	205	-60	
-172	-460	-517	-3967	-6925	-4803	-1999	183	34	174	-126	
-310	-398	-464	-3320	-6783	-4708	-2345	-244	-296	-149	-622	
-172	-355	-575	-2343	-5758	-4393	-3763	-474	-745	148	-1047	
-165	-391	-608	-1806	-4403	-3968	-4740	-1828	-1360	8	-1487	
-181	-433	-484	-644	-2810	-4346	-4504	-3309	-2352	-97	-1849	
-66	-459	-404	-407	-1486	-3605	-4189	-2884	-2903	-1204	-2164	
-112	-151	-263	297	-1092	-2455	-3165	-2632	-3139	-1283	-2400	
-191	-182	-100	-96	-666	-1351	-2203	-2128	-2525	-1283	-2149	
-224	-286	-223	88	-209	-1083	-974	-647	-1218	-1315	-1503	
-239	-407	-89	48	-37	-274	-318	-355	-1060	-459	-1110	
