-362	-368	-463	24	40	399	154	8	
-496	-723	-536	16	384	1195	113	37	
-851	-1268	-1019	-14	483	1300	381	64	
-1132	-1297	-1459	-172	368	724	538	315	
-1073	-1238	-1034	-303	155	350	416	152	
-251	-381	-118	-227	-93	-103	-62	-75	
525	489	413	-200	-1181	-968	-490	-143	
1860	2585	1467	32	-2008	-2672	-2340	-393	
1500	3337	2392	296	-2414	-2585	-2513	-621	
1644	2621	1574	246	-1268	-1993	-1967	-298	
1212	1279	355	82	-194	-1271	-1004	-170	
316	-97	-132	-80	-220	-321	0	145	
-21	-333	-270	-49	-42	89	202	82	
-112	-548	-565	-275	343	245	168	56	
-105	-1474	-682	-282	88	236	170	-34	
-223	-709	-624	-454	57	391	235	-21	
-220	-326	-404	-214	-28	489	113	-41	
-202	-347	-428	-159	155	191	-130	-95	
