-91	-153	-589	-580	-165	-62	130	-164	-187	
-133	-362	-797	-283	-220	-131	415	-62	-122	
-215	-614	-974	-352	-255	229	349	81	234	
-140	-762	-2151	-1224	-262	360	393	332	517	
-363	-1088	-1518	-1063	-406	327	531	347	417	
-370	-718	-1283	-565	-523	212	307	324	233	
-77	-35	-284	-63	-454	-151	163	-143	-35	
175	942	617	289	-234	-746	-780	-1291	-244	
335	2022	2961	1307	-28	-1747	-2628	-2412	-835	
217	2094	3283	1894	197	-2037	-2946	-3059	-921	
293	1338	2496	1041	205	-1268	-2080	-2441	-721	
83	216	1065	173	164	-1181	-968	-1162	-407	
