134	44	75	9	-67	-124	-295	-260	-252	15	120	249	334	103	63	
-16	-112	-98	107	8	-55	-340	-335	-530	129	144	272	382	277	237	
-64	-154	-52	107	80	41	-804	-1112	-918	-251	48	440	547	388	156	
-36	-154	-63	182	165	-220	-1007	-1545	-1018	-353	225	750	978	381	339	
143	33	83	182	95	-179	-1428	-1314	-889	-244	32	1159	707	222	205	
133	-84	-112	16	-59	-200	-702	-896	-572	-231	88	480	159	158	133	
165	108	-216	-21	-145	82	-281	-232	-225	-217	0	-155	55	-67	110	
84	92	-279	-388	-221	468	286	480	660	-82	-122	-716	-1032	-560	-293	
-15	-245	-748	-620	-201	528	1798	1964	1840	476	-250	-1622	-2329	-1626	-1216	
-302	-489	-1102	-797	-536	1112	2378	3571	2882	601	-744	-2387	-3315	-2593	-1592	
-204	-386	-555	-738	-166	1006	2554	3973	2830	981	-687	-3081	-3850	-2453	-1774	
-134	-294	-555	-547	-283	440	2343	3484	2153	222	-815	-3491	-3258	-2509	-1704	
-106	-280	-216	-341	-145	254	1218	2296	1493	145	-331	-2231	-1652	-1766	-1341	
-23	8	-146	-167	-207	-172	98	423	121	145	-81	-588	-235	-501	-393	
16	92	83	-35	-207	-421	-398	-362	-368	-122	48	16	191	-47	197	
122	217	316	74	-276	-434	-1123	-1040	-1291	-244	160	272	605	1002	300	
-15	175	474	456	-207	-567	-1602	-1791	-1737	-454	297	408	1334	1490	848	
24	67	744	939	-104	-567	-1123	-1444	-1579	-359	122	400	1198	1052	831	
-29	100	834	481	-166	-480	-818	-1387	-1061	-183	152	232	1029	901	490	
-36	-7	341	398	-145	-461	-543	-780	-975	-190	-129	152	843	404	287	
22	142	241	315	99	-262	-213	-369	-386	-278	-27	304	453	230	276	
