-60	-96	-289	-431	-453	-305	-37	-96	-236	-251	-209	-118	-155	-48	-34	-52	-15	60	189	199	388	112	167	430	295	189	111	-184	-272	-69	
-47	-74	-354	-270	-118	-391	-69	-122	-253	-263	-227	-155	-287	-93	-59	-14	181	66	8	129	396	472	103	430	258	138	77	-147	-180	-66	
-23	99	43	-177	-8	-420	-320	-391	-426	-221	-280	-719	-529	-272	-228	-125	113	17	298	500	491	525	327	103	124	77	21	-206	-89	85	
60	159	69	34	8	-472	-712	-693	-1335	-636	-936	-829	-984	-236	-192	-111	153	250	670	540	1225	1309	379	532	60	115	137	-140	-52	94	
71	49	9	-8	-177	-627	-1073	-398	-1822	-1813	-1531	-1346	-1407	-639	-443	-243	362	543	1136	1154	2416	1662	1441	532	206	189	174	-15	-154	-213	
-37	-69	15	-120	-170	-993	-1481	-1378	-2543	-2189	-2206	-1958	-1469	-434	-710	-302	-45	934	543	1452	2155	1290	2315	1944	585	490	386	-110	-25	-30	
-192	-74	-115	-317	-244	-1150	-2062	-2759	-4018	-3177	-2457	-1566	-1250	-133	-420	8	-287	405	517	1136	1932	2090	2947	2464	1440	817	438	17	197	188	
-163	-118	-82	-406	-217	-1950	-3380	-3779	-4881	-3114	-2018	-1425	-811	-177	-324	-153	-287	186	241	949	1169	1960	3245	3375	2981	1549	694	498	223	145	
-200	-132	-82	-421	-1301	-3034	-4840	-3920	-4818	-1530	-951	-538	-331	207	-192	-8	-338	102	207	-67	462	1030	2389	4137	4820	2551	1177	317	249	28	
-207	-126	-155	-1378	-1929	-4274	-5562	-3654	-4049	-558	-669	-192	-81	328	-162	0	-456	-105	-189	-140	8	1011	1125	4192	5655	4073	3032	550	609	382	
-112	-82	-38	-2399	-2918	-5326	-5609	-3199	-2402	69	-221	0	736	714	77	-186	-674	-287	-717	-448	-507	172	698	3115	5693	5001	4646	963	2337	515	
-185	-37	-635	-2572	-4520	-6519	-5484	-1990	-1571	-261	-59	597	2380	2245	466	-147	-1691	-1087	-2078	-426	-1043	-323	68	2353	5340	4834	5073	1593	3041	600	
-182	-9	-1216	-2745	-5352	-6833	-5232	-641	-170	520	147	2377	2773	3290	1240	259	-1817	-3090	-3972	-1735	-1903	-456	-1000	1740	3334	5632	6260	2594	1892	455	
-340	-340	-1546	-3169	-6326	-7633	-5170	-369	-133	783	1068	3667	4304	4858	1576	250	-2239	-3842	-5740	-2752	-3030	-998	-236	1851	2703	5855	6371	3299	1762	309	
-495	-622	-1734	-2996	-6106	-8732	-4919	86	315	580	1349	4807	5575	5605	3275	397	-2130	-4421	-7336	-2924	-3765	-1342	-797	421	1588	6300	6594	4467	2967	884	
-316	-638	-1829	-3766	-6388	-8167	-4542	43	226	468	769	4115	5631	5008	2677	630	-2678	-5282	-7508	-3331	-3890	-1045	-344	103	938	5911	6687	5691	3004	489	
-182	-369	-1137	-3813	-6812	-7885	-3977	112	78	802	1199	3386	5425	4970	2659	363	-2286	-4593	-6288	-3299	-2764	-451	-296	111	1143	5669	7076	3911	2115	274	
-241	-288	-1043	-2713	-5697	-7272	-4495	-229	-8	372	485	2265	3800	3477	2211	207	-2208	-3763	-4441	-2814	-2107	-265	-142	172	1347	5725	6724	2594	2096	257	
-207	-282	-367	-2368	-4583	-6378	-4667	-1410	-464	203	34	1499	2081	1628	406	155	-705	-2480	-2610	-698	-1293	86	100	525	2721	5595	5648	1556	1818	600	
-23	-266	-147	-1472	-3954	-5750	-4620	-2257	-1304	-23	-324	1069	467	475	181	60	-221	-711	-1296	-59	-652	189	-67	2000	3483	5205	3830	1018	1688	609	
252	-177	-170	-340	-1834	-5075	-4746	-3575	-2402	-464	-1171	-59	-118	-95	-265	164	-177	-23	-191	250	353	620	542	4081	3520	4778	3384	558	743	266	
112	-133	-30	-347	-1348	-3709	-4401	-3968	-4222	-966	-2331	-192	-498	-471	-365	293	51	138	43	559	388	937	1534	4750	3910	3776	1993	240	154	120	
-28	-207	-96	-170	-390	-1809	-3475	-3716	-4708	-1907	-3288	-221	-1893	-508	-631	11	173	311	521	1192	1076	1792	2687	5344	4430	2124	283	189	141	95	
-104	-125	-127	-183	-199	-961	-2784	-3622	-4316	-3083	-3868	-782	-2770	-702	-1180	-326	-23	414	875	2085	1783	2834	3338	4787	3464	1289	111	77	0	85	
-192	-109	-131	-236	-369	-632	-1952	-2147	-3249	-2942	-4087	-1644	-2629	-999	-1321	-111	311	371	1062	2104	2025	3522	3412	4341	1978	137	85	-257	-134	-125	
-406	-133	-52	-118	-295	-472	-1434	-1473	-2151	-2675	-3601	-1832	-2708	-1078	-1336	-103	120	1288	1136	2569	2230	3168	3189	3709	1273	-22	-84	0	-154	-191	
-487	-74	-15	-30	-143	-118	-1010	-1143	-1053	-1734	-2018	-1190	-1501	-514	-1023	-294	-74	1009	466	1787	611	2499	2204	1350	120	-162	-131	60	68	120	
-353	-89	-124	-83	-126	112	-347	-420	-331	-538	-889	-1221	-670	-125	-449	25	-111	466	353	726	-89	1197	620	241	7	-176	-338	51	111	-18	
-303	-236	-59	-52	-15	-31	-221	-123	-118	-288	-89	-449	-341	-74	-287	-95	-13	207	243	319	253	918	-147	94	-155	-265	-382	-138	-286	-176	
