-90	58	-259	83	273	-89	-172	-311	-213	-218	323	8	48	97	23	110	
-120	109	-52	41	282	-104	-303	-746	-385	-300	-59	33	136	151	199	110	
-72	159	72	275	193	-56	-282	-746	-280	-347	-190	48	296	159	412	158	
-120	14	100	164	273	24	-337	-601	-809	-716	-292	96	801	334	547	237	
-76	109	0	8	101	-38	-179	-1312	-1141	-616	-312	56	1228	310	850	814	
21	-14	-49	-16	-14	-97	-186	-1196	-982	-524	-520	-7	1142	572	238	450	
-46	-134	-95	-117	-153	-91	82	-96	-28	-96	-194	24	480	79	-147	158	
-127	-127	-189	-202	-354	-194	337	507	741	454	-183	-210	-81	-624	-518	-200	
-275	-386	-238	-320	-527	-375	369	1957	1615	1858	476	-426	-1367	-2174	-1275	-1021	
-310	-615	-435	-452	-738	-408	829	2589	3239	2517	532	-616	-2543	-3160	-2102	-1523	
-247	-393	-433	-467	-1283	-858	970	3134	3396	2552	1775	-516	-3378	-3597	-2481	-1858	
-71	-302	-348	-348	-959	-1254	369	2449	2715	1997	1257	-573	-3166	-2977	-2509	-1760	
76	-211	-308	-341	-591	-800	210	884	1457	1319	498	-216	-1665	-1892	-1149	-937	
202	-64	25	-140	-179	-346	98	-96	252	178	307	-149	-518	-248	-354	-74	
388	0	175	-63	-87	-180	-413	-391	-82	-515	56	-34	48	414	674	316	
227	111	209	158	74	-132	-413	-1181	-665	-1593	-244	241	456	910	1810	865	
120	8	125	165	313	-7	-385	-1602	-2123	-1852	-427	297	972	1740	2214	1166	
67	-15	67	261	581	-28	-420	-1442	-1964	-1751	-359	217	648	1740	2079	848	
-141	-134	92	233	379	123	-378	-1021	-535	-1277	-210	16	648	1131	1574	458	
-172	-113	134	270	217	90	-358	-659	-89	-903	-136	-122	368	792	238	331	
