-8	-154	-2	49	-48	-145	-363	-308	-197	-197	-445	-424	-175	-101	-134	-126	-126	-62	-112	-116	-21	134	278	262	-41	139	29	-82	-215	
0	-41	-2	-70	-42	-90	-314	-294	-374	-447	-715	-357	-148	87	-153	-153	-67	23	-27	-105	-89	370	597	-8	-55	29	-71	-104	-115	
-99	-182	-71	-139	-128	-241	-418	-362	-558	-393	-1000	-491	-262	-128	-159	-34	62	140	343	998	891	1013	1107	43	8	0	-57	-91	-50	
92	-32	-137	-298	-245	-344	-659	-953	-1119	-806	-1910	-1084	-1018	39	-100	-40	211	202	264	1659	1250	994	1126	350	131	44	-207	-74	0	
76	-77	-146	-354	-354	-553	-1167	-1704	-2038	-1750	-1882	-1679	-1596	-61	-240	-113	266	319	824	1919	385	1561	2184	15	323	253	-65	-7	-3	
16	-77	-98	-262	-263	-655	-1544	-1647	-3303	-1750	-2352	-2160	-1765	169	-658	-140	111	288	857	2097	578	2336	3544	638	411	-8	29	-27	26	
-8	-252	-181	-333	-463	-1442	-2052	-1704	-3791	-2093	-2437	-1962	-1413	-141	-1132	-93	31	226	458	2372	2612	2676	4413	2375	369	183	122	-156	261	
-85	-185	-304	-91	-990	-2229	-3183	-2369	-4036	-1893	-2081	-1325	-1385	-87	-1062	-100	-40	79	62	2097	2423	3224	5489	2809	1426	288	279	99	67	
-43	-98	-334	-561	-1869	-2900	-4257	-3784	-3432	-1221	-1384	0	-1004	254	-1021	-54	-43	70	46	789	262	2147	5471	3753	3030	1300	733	297	139	
-162	-273	-836	-547	-3026	-3643	-4605	-3408	-2541	-522	-843	136	-596	238	-853	188	-146	-191	-210	665	577	1429	5433	4697	3917	2224	1468	218	401	
-260	-349	-748	-1047	-3934	-4912	-4286	-1921	-1622	48	-243	488	111	1120	-134	-195	-754	-553	-1005	433	-45	253	4205	5188	5370	3563	2184	200	637	
-510	-731	-1383	-1930	-5297	-4868	-3967	-896	-745	137	144	1023	876	2079	245	-80	-1638	-1832	-2085	-98	-750	-141	2581	4848	7031	4148	2599	445	1435	
-898	-806	-1901	-3167	-6630	-4737	-3488	-679	-191	360	1270	2574	2367	2921	764	-312	-2453	-2903	-3507	-641	-2437	-370	1579	4112	7578	4940	3579	946	771	
-379	-1132	-2197	-4521	-6923	-5087	-3227	-751	-62	1050	1802	3631	3875	3981	798	-279	-2922	-3865	-4669	-1520	-2216	-666	975	3319	8125	5808	3692	324	584	
-585	-1132	-1842	-5139	-7011	-5684	-2661	-103	-62	1257	2351	4330	4823	4419	1316	-166	-3130	-4690	-6077	-1915	-1318	-1281	376	2545	8541	5600	3881	1059	488	
-480	-1014	-1990	-5448	-7362	-5320	-3024	-35	166	946	2951	5165	5060	4402	2069	-67	-3033	-4965	-6132	-1180	-308	-1313	621	1752	8522	4978	4428	701	499	
-809	-1415	-1960	-5625	-7318	-5247	-3691	-287	-184	550	2042	4858	4535	4301	2103	-252	-2895	-4484	-3986	-1683	-1239	-1202	1542	2016	7974	5204	3749	1040	680	
-734	-820	-1679	-4550	-7172	-5655	-4228	-253	-306	266	1184	4040	3434	3577	1216	-319	-2121	-3412	-3029	-826	-1586	-1439	2165	2281	7427	4751	3165	607	471	
-225	-154	-1457	-3770	-6029	-5888	-4097	-159	-716	218	394	3103	2113	2231	292	157	-1983	-2203	-2632	-242	-30	-603	2996	3527	6352	3808	2524	663	514	
-225	-154	-1413	-2902	-5311	-5976	-4605	-1213	-1104	201	88	1807	758	1456	110	157	-1389	-1447	-1634	-495	35	61	4658	3678	6314	3299	1807	588	343	
-276	-245	-777	-1562	-4008	-5772	-5185	-2628	-2283	-34	-260	416	71	484	31	55	-685	-316	-243	-138	130	616	4961	3961	4993	2582	638	270	292	
-176	-377	-404	-1121	-2455	-5451	-5185	-3379	-2843	-75	-815	128	-235	127	23	-20	-212	-218	-53	317	8	1731	5338	4320	4200	1677	698	34	22	
-29	-191	-133	-606	-1693	-2900	-3459	-3307	-3332	-1779	-1754	-390	-736	-261	-490	141	7	296	-7	1109	2782	2865	4356	3187	2653	332	209	17	-23	
100	-70	-63	-444	-653	-1529	-1994	-3076	-3863	-2923	-2408	-985	-1455	-364	-251	173	250	587	178	2016	3103	2695	3185	1790	369	-74	-119	-78	0	
-16	-31	-14	-222	107	-553	-1689	-2210	-3533	-3209	-2722	-1905	-2047	-1009	-323	58	203	1627	889	1821	2347	2374	1655	1091	-222	-230	-377	-207	130	
92	-21	50	-28	-8	-207	-1544	-1589	-2671	-2794	-2793	-1735	-1751	-1345	-393	181	847	1446	824	1643	1855	1920	560	350	0	-207	-302	-133	1	
48	134	91	9	-45	-97	-350	-369	-1880	-2337	-1825	-1396	-1554	-658	-366	291	352	741	170	1384	2555	994	297	-163	-97	-111	-488	-436	-60	
33	64	58	-20	-83	8	-21	-198	-989	-1407	-1270	-971	-891	-210	-286	78	195	437	387	696	1326	402	261	-33	-111	-207	-346	-229	-206	
-15	33	-16	-63	-36	24	-14	-137	-381	-578	-786	-485	-610	-328	-160	-39	47	226	248	54	78	289	186	-119	-119	-217	-278	-311	-325	
