-28	-37	-167	-456	-138	-7	-7	-143	-105	
-106	-119	-340	-343	-227	65	65	-32	-129	
-98	-272	-416	-346	-289	-28	448	81	-63	
-137	-341	-885	-902	32	286	542	292	-75	
-7	-984	-988	-1400	-186	425	583	694	331	
-335	-1088	-1577	-1254	-399	409	671	781	169	
-314	-1132	-1209	-1283	-975	302	423	324	96	
0	-230	-194	-609	-351	24	-21	-157	-339	
184	375	439	280	-152	-630	-823	-1148	-692	
159	1590	2550	1094	-42	-1935	-2614	-2584	-749	
326	1590	2782	1770	180	-1906	-2773	-3217	-592	
276	1410	2263	1450	641	-1355	-1849	-2340	-935	
67	500	993	792	526	-470	-881	-1090	-407	
-377	108	0	33	-55	-124	-157	-238	-265	
-168	-153	-298	-230	-117	194	521	-48	-258	
-126	-84	-478	-536	-248	499	631	573	137	
-130	-160	-473	-697	-399	368	450	357	-68	
-273	-303	-458	-565	-399	375	444	121	0	
-152	-320	-635	-346	-330	182	317	133	16	
0	-223	-404	-263	-21	121	244	81	56	
-37	-188	-492	-235	-62	81	25	56	16	
-96	-355	-397	-332	-186	-240	-136	-50	55	
