-8	12	-15	-68	15	159	-299	-187	-210	-252	-345	-285	-268	-241	-64	37	89	159	208	224	165	47	-28	-32	-89	88	88	-73	
54	-49	-171	17	26	-208	-425	-339	-548	-288	-696	-372	-193	-203	-57	70	218	154	206	224	132	65	3	32	-170	-224	-39	-115	
-217	-90	-17	196	86	-340	-339	-196	-950	-288	-905	-407	-401	-319	-43	84	195	226	241	510	140	213	164	32	-184	-143	-83	-122	
-80	234	0	122	26	-169	-394	-450	-842	-288	-1611	-465	-384	-248	-36	92	252	539	762	1297	206	493	409	407	-62	-258	-168	-209	
5	-58	28	268	44	-198	-818	-853	-1214	-674	-1673	-422	-420	-312	-184	135	395	883	1104	2138	1094	634	515	154	-211	-407	-254	-197	
-127	-91	-97	207	73	-125	-1239	-2129	-2003	-1013	-1458	-412	-1004	-397	-389	211	370	991	834	2281	1681	1023	384	-110	-381	-333	-156	-81	
-98	-82	-171	45	-4	-117	-1911	-2673	-2422	-720	-1335	-596	-1232	-348	-234	236	445	883	888	3355	1788	1518	674	130	-313	-221	-203	-81	
-30	-45	-185	-23	-15	-438	-2286	-2066	-2453	-475	-721	-300	-639	-400	-147	380	235	510	383	2514	1592	1607	1552	531	-130	-34	-156	-101	
-70	-103	-237	-74	-856	-690	-2302	-1366	-1399	-108	-251	-8	-624	-178	-332	47	-113	159	-244	1601	880	2491	1605	1335	170	121	-12	-8	
-68	-256	-437	-700	-1786	-925	-1896	-486	-795	165	-144	318	-321	-121	-118	253	-148	-252	-614	398	49	1182	849	1387	903	274	96	144	
-112	-416	-869	-1573	-2637	-1145	-1380	-117	-123	860	155	430	-228	-171	-57	37	-267	-405	-1221	-70	-390	551	294	1649	1094	757	193	504	
-23	-572	-1505	-2364	-3158	-1333	-677	403	157	1637	475	471	-29	-64	-248	-212	-600	-503	-1117	-400	-1166	296	270	2261	1667	1861	996	584	
-224	-743	-2332	-2998	-3867	-724	-139	1269	471	2300	772	921	291	102	-283	-36	-719	-377	-1339	-1032	-1635	-179	-55	1789	2101	2448	1270	631	
-254	-1351	-2682	-3758	-3410	-308	194	2227	822	2698	772	1183	599	332	-311	-792	-1704	-503	-1531	-1754	-2045	-454	-425	951	2483	3173	1493	648	
-641	-952	-2602	-3425	-3583	-103	264	2955	628	2774	451	2420	1327	511	-318	-1317	-2361	-1162	-1517	-2136	-1986	-1136	-949	1335	2691	3242	1905	614	
-737	-1144	-2443	-3900	-3962	53	944	3779	765	2755	395	2457	2035	1166	-198	-2022	-2152	-553	-1694	-2048	-1898	-917	-818	1492	3299	3328	2128	852	
-373	-1016	-1966	-3885	-3599	-183	573	3799	555	2679	423	1408	1756	925	-191	-1872	-2301	-746	-1531	-1297	-1869	-1281	-673	1527	3646	4174	2231	1262	
-358	-1144	-2125	-3568	-3362	-212	361	2821	384	1239	199	740	1215	460	-156	-1122	-1988	-984	-1250	-915	-1298	-1558	-311	671	2813	3483	2162	477	
-306	-1224	-2125	-3029	-3189	-242	26	2036	104	1163	-8	377	214	418	-120	-927	-1898	-559	-1058	-1077	-975	-1063	-377	706	3160	3294	1527	488	
-30	-431	-694	-1588	-2369	-1223	-270	1518	-131	462	147	157	92	170	-45	-408	-1227	-342	-496	-488	-316	-76	483	1545	2448	1982	704	496	
-172	-179	-459	-812	-1660	-1710	-1489	228	-66	434	17	-39	-171	-121	-47	-155	-1033	-175	-160	-451	-7	616	1781	1667	1858	1050	233	376	
-239	370	-259	-67	-793	-1082	-2052	-1273	-331	8	-194	-158	-292	-312	-93	-71	-211	67	-28	74	140	1589	2027	1318	660	339	-81	56	
10	460	-45	357	-556	-988	-2599	-1864	-1214	-366	-690	-322	-1004	-369	59	169	8	167	191	599	898	3003	1289	881	-184	-48	-80	0	
-105	623	125	797	-287	-831	-2568	-3031	-1895	-859	-1519	-840	-1049	-426	-15	346	260	774	1104	1530	1290	3746	1500	1492	-266	-427	-189	-316	
-127	137	53	353	8	-212	-1615	-3264	-1926	-1645	-1458	-1390	-1049	-135	-57	346	546	1245	1464	2174	1805	3392	1271	1178	-429	-778	-587	-384	
-239	0	-82	212	112	186	-911	-1740	-1523	-2277	-1519	-1436	-1004	-149	-120	388	598	1227	1392	1941	1805	1925	1025	374	-1234	-864	-338	-350	
-170	-156	-43	259	44	-63	-379	-931	-1276	-1830	-1320	-457	-1156	8	-48	-64	344	666	1536	1387	809	1271	270	268	-1205	-921	-311	-209	
-150	-179	-193	40	-118	-103	-226	-277	-1136	-1352	-783	-322	-973	-290	-15	-19	-22	647	1392	1047	667	617	417	317	-688	-475	-41	-195	
-209	-238	-114	-102	-331	203	-168	-196	-842	-375	-414	-72	-669	-178	25	25	-141	452	525	510	258	281	49	-130	-272	-271	-124	-148	
