-35	-16	-67	-45	-100	-209	-212	-320	-285	-34	216	137	61	12	-133	-119	-310	-313	
-7	0	-49	-63	-159	-161	-198	-601	-68	-48	200	295	140	102	-58	-157	-260	-306	
-7	116	-18	-92	-159	-78	-96	-1047	-592	64	297	454	287	134	-40	-126	-264	-277	
58	66	82	-125	-207	-949	-417	-1320	-621	-21	472	1012	420	300	-107	-304	-329	-329	
50	93	41	-101	-214	-1094	-1358	-1018	-224	104	360	944	833	466	-20	-205	-332	-249	
8	0	-84	-104	-83	-1050	-417	-538	-129	-129	240	910	800	324	7	-159	-210	-205	
-71	-114	-160	-130	-69	-274	423	-157	8	-41	128	239	103	110	47	-106	-60	-158	
-49	-223	-222	-187	172	180	1300	421	153	-284	-417	-539	-374	-380	-125	15	437	-151	
-217	-378	-416	-214	1200	1359	2523	2135	476	-304	-1481	-2061	-869	-1313	-179	344	309	15	
-435	-866	-841	-653	1554	1816	2995	3264	291	-544	-2174	-3146	-2341	-1858	-80	392	440	186	
-387	-541	-871	-668	1518	2888	3274	3247	567	-331	-3251	-3681	-2467	-2360	78	548	459	310	
-363	-304	-841	-161	1253	2291	2768	2865	481	-445	-2925	-3258	-3070	-2178	23	470	397	240	
-147	-244	-444	-387	457	1183	1719	1215	204	-108	-1679	-2413	-1668	-951	-140	297	210	185	
-56	-77	-174	-152	148	73	391	24	-45	-189	-702	-708	-307	-87	157	250	93	-10	
217	166	-139	-152	-407	-412	-76	-1004	-217	136	160	23	571	317	39	-53	-457	-237	
242	273	282	-56	-932	-1196	-520	-1421	-251	257	496	622	1675	747	23	-174	-705	-440	
159	223	385	66	-888	-1631	-1863	-1837	-353	329	440	1723	1843	1199	-345	-423	-664	-450	
69	75	239	41	-844	-1268	-1892	-1722	-414	370	375	1452	1305	915	-67	-374	-567	-525	
81	208	227	173	-990	-804	-852	-817	-563	54	324	741	918	434	267	-181	-356	-334	
50	-77	62	41	-420	-281	-301	-573	-210	88	332	470	261	347	149	-101	-158	-219	
-32	-160	58	-53	-90	-439	-335	-731	-156	96	242	351	103	173	86	-212	-172	-118	
