27	241	74	-90	-181	-370	-384	-327	-52	44	224	334	245	211	149	
88	175	43	-76	-42	-673	-650	-774	-246	-41	614	741	190	245	118	
142	133	0	-7	-351	-1152	-982	-745	-116	-7	887	859	7	647	-113	
191	124	74	16	-200	-1225	-1358	-515	-122	199	1040	1656	716	429	23	
161	100	-14	-90	-269	-1471	-499	-395	-238	-115	852	1114	365	331	-27	
159	58	-88	-111	246	-281	-185	24	-92	32	272	231	31	165	9	
8	-153	-284	-201	468	90	701	833	-183	-304	-384	-596	-224	-574	-158	
-314	-348	-458	-433	776	1746	2121	2014	48	-216	-1877	-1990	-1345	-1034	-67	
-306	-348	-1135	-595	1607	2291	2872	3299	201	-331	-2911	-3089	-2383	-1453	-193	
-349	-452	-1224	-214	1094	2783	3064	3143	444	-297	-3534	-3695	-2453	-1816	-20	
-273	-407	-871	-159	970	2308	2401	2205	377	-274	-2812	-3216	-2677	-1258	94	
-209	-223	-347	-180	115	1306	1929	1510	325	-284	-1707	-1892	-1177	-1174	-47	
-175	-216	-125	-132	-248	180	440	-82	8	-169	-362	-426	-194	-34	157	
276	-140	16	-7	-372	-485	-192	-673	-41	-19	88	15	579	545	275	
165	50	742	-14	-990	-1225	-390	-1492	-332	48	440	656	1322	1015	70	
127	141	1154	-83	-742	-1544	-546	-1737	-481	257	341	1520	1709	764	-199	
58	66	921	-111	-351	-804	-1127	-1866	-414	329	384	1622	1338	647	118	
16	-35	406	0	-248	-601	-694	-1349	-606	313	368	1198	1389	490	362	
50	-77	74	-21	-145	-364	-405	-760	-292	8	288	502	349	430	377	
4	-112	-7	-37	-193	-302	-232	-184	-89	-34	288	318	293	316	39	
