142	-174	-464	-551	74	98	472	245	170	
318	-140	-782	-609	-145	229	660	371	250	
2	-585	-1150	-507	-337	221	554	332	218	
50	-777	-1577	-1005	-351	302	1003	712	274	
-28	-792	-1577	-1532	-434	586	1160	885	468	
-175	-718	-606	-1093	-200	40	863	660	436	
-91	-181	8	-331	82	-281	-55	-82	-14	
-203	333	1047	90	106	-760	-968	-1262	-441	
275	1410	2514	1877	394	-1892	-2354	-2527	-520	
142	1068	2585	2197	411	-2153	-2657	-3332	-721	
309	906	2603	1556	526	-1718	-2802	-2929	-663	
360	425	903	614	263	-1152	-1069	-1162	-502	
92	66	199	-97	82	8	-171	-204	-82	
-140	-292	-368	-624	-49	24	586	381	-75	
-243	-200	-812	-814	-193	253	430	332	177	
-321	-422	-797	-814	-234	270	549	235	56	
-280	-327	-591	-595	-296	229	361	243	-149	
-98	-452	-664	-184	32	131	174	-96	-206	
-245	-431	-631	-263	32	-83	7	-184	-204	
-42	-258	-520	-276	-14	-13	-9	-68	-172	
